TÌtulo;Resumo;Selecionado
Advanced mobile router platform with load balancing capabilities in heterogeneous networks;Future wireless networks will have to provide seamless connectivity anytime and everywhere while fulfilling conditions concerning sustainable bit rates and maximum delays. Next generation wireless networks will provide communication services not only to persons but also to machines which will have as consequence a significant increase of the number of terminals connected and involved in the communication process. In order to solve these wireless communication issues the design of new radio interfaces is considered as well as the joint usage of the transmission resources available in heterogeneous wireless networks which cover the same geographical area. This paper proposes the architecture and some design principles and implementation details of an advanced mobile router platform with combined vertical handover and load balancing capabilities in heterogeneous wireless networks. The architecture of the testbed used for functionality testing and performance evaluation of the mobile router is also presented together with some relevant test results.;
Towards green AI-based software systems: an architecture-centric approach (GAISSA);Nowadays, AI-based systems have achieved outstanding results and have outperformed humans in different domains. However, the processes of training AI models and inferring from them require high computational resources, which pose a significant challenge in the current energy efficiency societal demand. To cope with this challenge, this research project paper describes the main vision, goals, and expected outcomes of the GAISSA project. The GAISSA project aims at providing data scientists and software engineers tool-supported, architecture-centric methods for the modelling and development of green AI-based systems. Although the project is in an initial stage, we describe the current research results, which illustrate the potential to achieve GAISSA objectives.;
Towards a Reference Architecture for Large-Scale Smart Grids System of Systems;Large-Scale Smart Grids are advanced power networks that introduce intelligent management, control, and operation systems to service electricity to millions of customers and to combine traditional and renewal energies. Large-Scale Smart Grids are presented as an exemplar of System of System (SoS), since they are composed of large heterogeneous and independent systems that leverage emergent behavior from their interaction. The architectural framework of a Large-Scale Smart Grid SoS is composed of two main dimensions: the systems dimension, which is composed by the systems of the Large-Scale Smart Grid SoS, and the functional dimension, which is composed by the common functionality that these systems have to provide. In this paper, we present an architecture for Large-Scale Smart Grid SoS based on our previous experience in several industrial projects. This architecture decomposes these two dimensions into software components that support the behavior management of each system and the emergent behavior that leverage their interactions.;
Experience report: A sustainable serious educational game capstone project;Capstone courses play a key role in many Computer Science/Software Engineering curricula. They offer a summative opportunity for SE students to apply their skills and knowledge in a single experience and prepare them for work in industry. Capstones have many attributes that make them a valuable high-impact practice, yet there are several challenges that can be associated with them. These challenges include the general nature of a capstone that prevents deeper applications of skills, not to mention the difficulty of creating an interesting and engaging design project upon which students can make meaningful contributions and engage in extensive team dynamics. This experience report outlines an innovative approach to a senior design capstone course that addresses common limitations of capstone courses. The SimSYS capstone course is unique in that it involved a mixed team organization involving a more senior design team who led a development team over the course of the semester, thereby leveraging the diverse experience of capstone students completing their CS/SE degree. The results point to solutions for continuing a capstone project successfully in subsequent semesters that could be of interest to other SE curriculum designers looking to develop effective capstone courses.;
Optimizing an incremental Modular Open System Approach (MOSA) in avionics systems for balanced architecture decisions;The DoD preferred approach for implementation of open systems - Modular Open Systems Approach (MOSA) - Both a business and technical strategy for developing a new system or modernizing.;
Container-based Video Streaming Service;Video or audio streaming is highly sought after by the most of the Internet users today. Media-oriented companies offer streaming of video and audio content as a service that must be able to handle a large number of user requests, guarantee a sustainable data transmission and be constantly available for the end devices.The aim of this paper is to propose the prototype of a video streaming application that is able to manage real-time video for a larger number of users. The application must be available at all times. This objective is achieved by containerisation of the application, which contributes to the overall efficiency, high portability, modularity, and constant availability. The application is driven by a software architecture design called microservices. The containerised application is validated and compared with monolithic version of the application.;
The Design of an VIAM-USVI000 Unmanned Surface Vehicle for Environmental Monitoring Applications;Unmanned surface vehicles (USV) has become popular around the world with their capabilities in complicated and low-cost applications, also reduce the danger to humans especially in the environmental field. The environmental pollution situation is appearing more and more anywhere in the world, a large effect on the lives of people, economic development and national security. With that requirement, the design and implementation of USV systems is underway urgently but a few results have been achieved as expected. This article describes a USV's design with flexible structure, easily integrated sensors for a range of environmental monitoring applications, and the developed control algorithm verified in simulation and experiment. Also, the hardware architecture of the control system is presented and the functions of all parts are clarified. And thence, the simulation and experiment results prove that the developed control system, strategies for waypoint guidance using light of sight (LOS) algorithm and PID controller have good performance and the feasibility, reliability of the designed control system.;
An HPC Perspective on Generative Programming;Numerical software for the solution of partial differential equations is an important field in high performance computing. We study software quality criteria for such software using the Dune software framework as an example. Given these software criteria, different development models are discussed. We furthermore look at recent hardware developments and how they affect software sustainability and programmability. On this basis, we make a case for generative programming techniques in the field of high performance computing and go into detail about recent additions of such into the Dune framework.;
Design and application for Transformer District Smart Fusion Terminal under the background of Energy Internet;At present, there are many kinds of devices in distribution network. The devices have similar functions but cannot share their data with each other, causing a waste of equipment resources and high costs for operation and maintenance. To solve the problems above, we proposed a terminal design scheme with hardware of high versatility, software in the form of Application (APP) and functions based on modularization design. We developed 10 basic function apps and 20 business function apps including the data center. And we designed Smart Fusion Terminal with the functions of topology identification, load identification and distributed energy management. We conducted Smart Fusion Terminalís pilot application in 14 provinces and conducted test on terminalís evaluation function for meter clock accuracy. The results show that, Smart Fusion Terminal can realize all the monitoring and acquisition functions of the original de-vices with the success rate higher than 99%. By adopting expansion module and corresponding function app, it can also meet the diversified requirements in different distribution networks. The application of Smart Fusion Terminal can improve the flexibility and scalability of terminal construction, reduce the investment cost of power grid equipment and improve on-site maintenance efficiency.;
Design and Development of a sustainable telemetry system for environmental parameters;The objective of this manuscript is to show the delineation and construction process of a communication system based on the client-server software architecture, for the remote monitoring of environmental parameters. The server will be programmed in PythonÆ on an embedded computer system such as Raspberry PiÆ. An arrangement of photo-voltaic cells was added to this system, as well as a charging module in order to make it sustainable. For the reception and plotting of the measurements obtained from the environmental parameters, two clients will be programmed in different operating systems. The first client will be programmed in App InventorÆ for a smartphone with AndroidÆ system. The second client will be developed in LabVIEWÆ for WindowsÆ / MacOSÆ. The results obtained allowed to conclude that the communication scheme shown can work with multiple operating systems and is stable for sending the environmental parameters.;
A Crypto-Token Based Charging Incentivization Scheme for Sustainable Light Electric Vehicle Sharing;The ecological impact of shared light electric vehicles (LEV) such as kick scooters is still widely discussed. Especially the fact that the vehicles and batteries are collected using diesel vans in order to charge empty batteries with electricity of unclear origin is perceived as unsustainable. A better option could be to let the users charge the vehicles themselves whenever it is necessary. For this, a decentralized, flexible and easy to install network of off-grid solar charging stations could bring renewable electricity where it is needed without sacrificing the convenience of a free float sharing system. Since the charging stations are powered by solar energy the most efficient way to utilize them would be to charge the vehicles when the sun is shining. In order to make users charge the vehicle it is necessary to provide some form of benefit for them doing so. This could be either a discount or free rides. A particularly robust and well-established mechanism is controlling incentives via means of blockchain-based crypto-tokens. This paper demonstrates a crypto-token based scheme for incentivizing users to charge sharing vehicles during times of considerable solar irradiation in order to contribute to more sustainable mobility services.;
Development and Application Mode Design of Complex Ship Numerical Simulation System Based on SaaS;The current numerical simulation system is developing in the direction of large-scale, complex and service-oriented because of the high integration of numerical simulation technology development and equipment research. However, the numerical simulation research of the three important links of prediction, evaluation and optimization for the ship general performance is highly dependent on foreign commercial software. It is urgent to integrate multidisciplinary fusion methods and data knowledge engineering to implement independent research and development of numerical simulation systems. In order to remodel the research and development mode of ship general performance, the experience and lessons in the development of industrial software are summarized in this paper. The research and development concept of numerical simulation system for ship general performance including ìcrowd-innovation and sharingî, knowledge collaborative application, and intelligent are proposed to improve ship R & D capability.;
An experimental monitoring system for thermoelectric modules;The goal of this paper is to introduce an experimental monitoring system for thermoelectric generator modules. This system consists in using thermoelectric generator devices for producing electrical power. Also it monitors some parameters of a thermoelectric generator such as the temperature of its cold side, the temperature of its hot side, the output voltage, the output current. The system is able to control the active cooling solution of the cold side. The system uses a Raspberry Pi controller board and adjacent electronics for monitoring parameters, for data logging and work flow control.;
Emphasis on Evaluative Prerequisites for Decisive Software-in-the-Loop (SiL) Environments;Recent trends in virtualization have shown significant desideratum, for the simulations to be performed using credible SiL environments. The SiL environment is a plausible approach, which is decisive in verifying the complex control algorithms, embedded into various automotive ECUs. Major challenges would be associated with the approaches, processes, and manipulation of risks, in the course of the development of credible SiL environments. The need for a competent mitigation plan is required, which might postulate a paradigm shift in the software development processes. This is quintessentially required for the development of an effective, reliable, and credible SiL environment. With different approaches and processes, currently, for different SiL environments, created using different tools, from different vendors, emphasis on the evaluation of the standard set of prerequisites is very much necessary. The evaluation provides technical clarity and aids in the process of vECU generation, with a significant impact on the implementation of a credible SiL environment. This decisive SiL environment thus enables verifying & validating the vECU behavior and performance. In this paper, we provide insights into the evaluative prerequisites, considered before the creation of the SiL environment. The evaluation of these prerequisites is imperative in identifying and selecting the software components and evaluating its available information, integrated as part of vECU. With the help of use-cases, we try to highlight and emphasize the imperative prerequisites, evaluated, and the need for its evaluation, in creating a credible SiL environment.;
Web GIS solution and 3D visualization towards sustainability of Georgetown as world heritage site;Sustainability of Georgetown as world heritage site is a primary objective and urgent problem to be address by The State Government in Penang. The aims are to develop Web GIS solution and 3D visualization for sustainability of Georgetown as World Heritage Site. The objective of this research is to study concept and principles sustainable development and to construct the Web GIS solution with 3D visualization of Georgetown. Methodology used to generate 3D building from building footprints that have actual height and produce a virtual 3D city model environment. Through the web based, the users enable to visualize the present and for future of urban development. With the advanced Geographic Information data which were made accessible on the Internet by Web GIS solution technology offered an effective medium for public participation. For Web GIS solution each of building have information about category of building, section, architecture style, road name, building name and building number. This web based also provides or demonstrates the capacity to view, manipulate and distribute geographic data via WWW in an effective, organized user friendly manner. The platform can be used by a public and many agencies to access and acquired geospatial data and information. As the final outcome from Web GIS solution will enable user to interact with GIS data and maps on the Web without have to own GIS software. Planners, architects, urban designers, and land use planners are able to visualize the impact of urban design projects and proposed land use and zoning changes or predict the results of smart growth initiatives towards sustainability of Georgetown as world heritage site.;
Cromlech: Semi-Automated Monolith Decomposition Into Microservices;Microservices architectures conceive an application as a composition of loosely-coupled sub-systems that are developed, deployed, maintained, updated, and scaled independently. Compared to monoliths, microservices speed up evolution and increase flexibility. For these reasons they are becoming the reference architecture for many practitioners. A key challenge to embrace a microservices architecture is how to decompose an application into microservices: a choice that deeply affects all subsequent development phases in ways that are difficult to foresee and evaluate. Without any tool to support their reasoning, developers may erroneously evaluate the various alternatives, leading to inaccurate decomposition choices that would result in increased development, operations, and maintenance costs. This paper tackles the problem with Cromlech, a semi-automatic tool to decompose a software system into microservices. Cromlech (i) takes in input a high-level model of the system in terms of functionalities and data entities accessed by those functionalities, (ii) formulates decomposition as an optimization problem, and (iii) outputs a proposed placement of functionalities and data onto microservices, using a visual representation that helps reasoning on the resulting architecture. Cromlech evaluates design concerns, communication overheads, data management requirements, opportunities and costs of data replication. Our evaluation on a real-world industrial application shows that Cromlech consistently delivers more efficient solutions than simple heuristics and state-of-the-art approaches, and provides useful insights to developers.;
EcoMLS: A Self-Adaptation Approach for Architecting Green ML-Enabled Systems;The sustainability of Machine Learning-Enabled Systems (MLS), particularly with regard to energy efficiency, is an important challenge in their development and deployment. Self-adaptation techniques, recognized for their potential in energy savings within software systems, have yet to be extensively explored in Machine Learning-Enabled Systems (MLS), where runtime uncertainties can significantly impact model performance and energy consumption. This variability, alongside the fluctuating energy demands of ML models during operation, necessitates a dynamic approach. Addressing these challenges, we introduce EcoMLS approach, which leverages the Machine Learning Model Balancer concept to enhance the sustainability of MLS through runtime ML model switching. By adapting to monitored runtime conditions, EcoMLS optimally balances energy consumption with model confidence, demonstrating a significant advancement towards sustainable, energy-efficient machine learning solutions. Through an object detection exemplar, we illustrate the application of EcoMLS, showcasing its ability to reduce energy consumption while maintaining high model accuracy throughout its use. This research underscores the feasibility of enhancing MLS sustainability through intelligent runtime adaptations, contributing a valuable perspective to the ongoing discourse on energy-efficient machine learning.;
Design of Multi-Channel Integrated Platform for Electric Power Marketing Based on Microsoft Service Architecture;With the continuous advancement of power system reform and the vigorous development of the Internet industry, power marketing services are also facing higher challenges. In some scenarios, business applications using traditional monolithic architecture will become less flexible and less capable of continuous delivery, which makes business application maintenance difficult. In order to expand the multichannel service of power marketing and establish a comprehensive service platform system, this paper takes spring-boot and spring-cloud as the technical framework, divides the traditional single application into several fine-grained ones. Based on the business application characteristics of micro-service architecture, it builds a domain-driven model for the whole process of scenario, and builds a multi-channel integrated application platform for power marketing, which solves the problems of distributed data interaction caused by large business concurrency or cross-specialty in power marketing. Business applications can achieve gray-scale publishing, frequent deployment, and strong sustained delivery ability, flexible and fast to adapt to the effect of business sustainable development and change.;
SOA and EA - Sustainable Contributions for Increasing Corporate Agility;Service oriented architectures (SOA) have been introduced for various reasons over the previous couple of years. Analogous to the introduction of enterprise application integration (EAI) technologies before re-use and cost cutting potentials have been among the most prominent reasons. But considering the increasing complexity of an application landscape following the introduction of a SOA, the re-use and cost cutting arguments will lead to disappointment. However, service oriented architectures offer a great potential to increase corporate agility. To sustainable preserve corporate agility it is necessary to explicitly manage the enterprise architecture. This paper discusses the problems of re-use and cost cutting expectations in service oriented architectures and contrasts them with the potentials related to make sustainable contributions to corporate agility. Structures, processes, and instruments to realize these potentials are discussed with reference to selected case studies.;
Challenges and Opportunities for Sustainable Software;With the increasing role played by software in supporting our society, its sustainability and environmental impact have become major factors in the development and operation of software-intensive systems. Myths and beliefs hide the real truth behind Green IT: IT is energy-inefficient because software is developed to make it so - intentionally or not. But how far are we from being able to control software energy-efficiency? What makes software greener? How can we transform measuring software energy consumption in a general practice? What architectural design decisions will result in more sustainable systems? How can we ensure that new-generation software will be both cloud-ready and environmental-friendly? and How can we make evident the economic and social impact of developing software with 'energy in mind'? These are a few of the challenges ahead for a more sustainable digital society. This talk will discuss them, hence drawing directions for exciting challenges, promising opportunities, and ultimately inspiring research.;
A micro-component architecture approach for next generation embedded browsers;The mobile Internet adds the new multi-media features and takes a convergence to the wired Internet. The emerging diversity of the content languages adds a new challenge as well as the sustained challenge from the diversity of the execution environments. The author describes the mobile Internet evolution from the browser viewpoint in the three-stage model. After describing the focus shift during this evolution, the author discusses the architecture need to leverage the combination of the multimedia processing components in multiple applications in a resource-constraint environment. This leads to the new architecture demand to cope with the diversity of the content languages as well as the resource restrictions in the embedded client environment. The author proposes a micro-component architecture to enable browsers to act as a toolkit to construct a wide range of application clients on a mobile handset with optimal footprint. A case study in SVG case is shown to evaluate the effect of the proposed micro-component architecture approach.;
A Model-Based Approach to Automotive Feature Development for Updates and Upgrades;The automotive industry faces challenges due to the increasing demand for customization and individualization by consumers. With a wide range of equipment levels and feature options, it has become impossible to test all possible configurations for a single vehicle during development and especially for vehicles already in service. As a basis for solving these challenges, integrated approaches for the development of upgradeable vehicles are required. In this context, future upgrade options should be considered and planned already in the design stage to enable sustainable business models for next vehicle generations. This paper proposes a refined variability model that combines two existing approaches to address the challenges faced by the industry. The same model can perform buildability or upgradeability checks and dynamic allocation optimization. The model is evaluated qualitatively by three exemplary use cases.;
Virtualize for Architecture Sustainability in Industrial Automation;The technique of virtualization and cloud computing to manage system functionality and resources regardless of their physical locations is changing the way businesses and users interact with IT resources. Although several commercially available virtualization solutions already exist in the market, both for server and embedded real-time based systems, the deployment of virtualization and cloud-based technologies into the industrial automation domain is new. In this paper, we will first present the emerging trends of industrial automation domain and identify the architectural sustainability challenges that follow. Based on these challenges, we will then analyze how virtualization technology can contribute to cope with them, as well as the additional opportunities that it brings to industrial automation domain. The contributions of this paper are (1) to communicate the main trends happening in industrial automation, (2) clarify the architecture sustainability challenges that the automation domain is facing, and (3) identify the potentials of further utilizing virtualization technology in the industry domain.;
Mastering Reference Architectures with Modeling Assistants;Reference architectures (RA) can significantly simplify and speed up the design and evolution of software systems in virtually any domain. Rather than starting from scratch or trying to reuse models not meant for reuse, software architects can exploit RAs to initiate their designs from rigorously-defined architectural models specifically defined to support reuse. RAs can guarantee the satisfaction of key functional and non-functional requirements, including those related to technical and societal challenges, such as security and sustainability, significantly reducing the design effort and improving the design quality. The growing popularity of RAs is confirmed by the many providers, including Amazon AWS, Microsoft Azure, IBM, and Salesforce, that offer RAs for application deployment on their infrastructures. Unfortunately, RAs are expensive to define since they must comprehensively synthesize the design knowledge of specific application domains (e.g., e-commerce, automotive, etc.) and technical contexts (e.g., cloud systems, mobile apps, IoT, etc.). This challenge limits the availability of RAs to a few domains and contexts, hindering their adoption. We envision the opportunity to facilitate RA-based design by introducing a novel combination of mining in-the-wild and continuous knowledge refinement through a framework named ASSISTRA. Mining in-the-wild consists of bots crawling architectural models at scale (e.g., from public repos) and analyzing them continuously to automatically synthesize RAs and extract RAs-related practices that shall feed knowledge bases. Continuous knowledge refinement consists of a population of recommender systems that, while interactively supporting the architects in their activity using the shared knowledge bases, shall continuously refine the mined content in the knowledge base (e.g., based on architects accepting, modifying, or rejecting suggestions). This process shall generate high-quality recommendations, drastically simplifying the design activity. This paper elaborates on this vision, highlights the key challenges, and calls for novel research contributions.;
Human Behaviour Centered Design: Developing a Software System for Cultural Heritage;"This paper introduces an integrated framework for sustainability and urban security socio-technical systems. The focus is to design and develop a hardware/software system based on human expected and real behaviour.
The paper explains the steps taken through developing the Uffizi Museum crowd monitoring and queue management system. The goal of implementing such system was to remove queues outside the Museum which is in line with urban security and visitors comfort. We took advantage of a data-driven approach mapped on sustainability framework. Such approach which was fed with both real-time sensory data and prediction models, successfully eliminated long queues to access the museum. We took into consideration performance of software system as well to reduce the response time to a threshold that is compliant with real-time requirements. We started our experiments from fall 2016 and operationalized it in October, 2018. During this experimentation period, we learned a lot of lessons that we report in this paper.";
Designing Digital Twins for Enhanced Reusability;Digital Twins (DTs) are dynamic virtual models that mirror the behavior and characteristics of physical systems. They are emerging as a crucial tool in digital transformation, adaptable for various applications. DTs are used to simulate, analyze, and optimize physical and virtual assets [10, 11]. However, their complexity and resource-intensive nature make them challenging to integrate into real settings. Therefore, we propose that an efficient architectural design, flexibility, adaptability, and interoperability is key to achieving these objectives. Furthermore, by enhancing these aspects of DTs, we also contribute to their sustainability across technological, environmental, and economic dimensions.;
Microservices Architecture for Improved Maintainability and Traceability in MVC-Based E-Learning Platforms: RoadMap for Future Developments;E-learning platforms often struggle with maintainability and traceability due to the traditionally employed monolithic architecture. Such websites are faced with managing complex codebases and tracking user interactions and system behaviors efficiently. These challenges are met by migrating to microservices architecture which permits modularization as well as autonomy of components by developers. This paper demonstrates how microservices can improve maintainability by allowing independent deployment, scaling up or down, upgrading services, and fostering traceability via distributed monitoring and logging systems. This can be demonstrated by analyzing a case of transitioning an MVC-based e-learning platform to microservices and showing how this could offer practical insights for sustainable development practices that optimize user experiences.;
Ontology based framework for reverse engineering of conventional softwares;In contemporary years, integration among research areas of semantic web technologies and software engineering took place due to the reason of developers being present at different virtual, cultural, and geographical locations. Due to this amalgamation, a new collaborated field has emerged known as Semantic Web Enabled Software Engineering. This field presents researchers ample opportunities to probe issues and challenges, which are originated due to their amalgamation. Among such issues, one is the reverse engineering of conventional softwares using ontologies. This research paper presents a framework and discusses the implementation approach to resolve to the above issue.;
A complete RM-ODP case-study to integrate geospatial services and ecological niche modeling systems;Conservation and sustainable use of natural resources are relevant research areas for many different purposes, including biodiversity maintenance, global warming studies and sustainable development. An ecological niche model presents the geographic distribution of a species, considering the spatial, ecological and evolutionary perspectives. It also allows the definition of present, past and future scenarios for species distribution. The study of species distribution can be determinant for their management, so ecological niche modeling is a major current research trend. However, providing the resources for ecological niche modeling is a highly complex computational problem because it demands solutions with many integration, distribution and interoperability features. The Reference Model of Open Distributed Processing provided by the International Organization for Standardization, ISO RM-ODP, establishes five viewpoints to design a system: Enterprise, Computational, Information, Engineering, and Technology. Each viewpoint treats specifics constraints in order to describe a complex architectural solution, as the ones required for ecological niche modeling. The Open Geospatial Consortium, OGC, defined the OGC Reference Model, a guideline to provide the features for geospatial services, another major software requirement for ecological niche modeling. This work proposes an architectural solution for ecological niche modeling integrating the OGC and RM-ODP specifications in order to address all the constraints of the problem by the usage of viewpoints. The presented solution is already implemented and available on the Internet. Besides solving the problem itself, the solution is in the form of a complete RM-ODP case-study and may also be used as reference for further works in the ecological niche modeling research area.;
Providing Technical Software Documentation as a Service - An Industrial Experience Report;Technical software documentation is an essential source of knowledge supporting many different software development activities and stakeholders. In this paper we report on use cases, existing documentation practices, and open challenges for technical software documentation in a company from the manufacturing domain. Further, we present an approach for automatically providing technical software documentation as a service. The approach has been validated in an industrial setting, i.e., we report on our experiences and lessons learned. Validation shows that while up-to-date and dynamically explorable documentation could be provided, the proposed solution failed in sufficiently supporting different stakeholders and their concerns i.e., it failed in providing sustainable documentation and knowledge preservation over time.;
Vehicle Monitoring and Localization using UWB in Complex Parking Lot;Ultra wide band technology has advanced over the years under several localization applications. Its capability of indoor localization has kept several conventional technologies at bay. Complex parking lot such as of a shopping mall is customized to accommodate huge and multiple vehicles at a time. The availability of locating empty parking spaces and tracking along with monitoring of vehicles precisely are a challenge to such complex environments. To tackle such challenges, the authors have put forth a system capable of locating unoccupied parking spaces, monitoring and tracking of vehicles during the user absence and navigation of vehicles in and out of the area. The proposed system makes use of Ultra wide band technology using TDoA (Time difference of arrival) and triangulation technique for localization. The precise localization of vehicle coordinates inside the parking lot both in 2D and 3D are initiated using a data analysis software. The hardware and software architecture is explained in detail along with complete component design. The system is initially tested in a test bed with dimensions of 50m X 66 m and further expanded to a wider complex parking lot. Both the test bed and further implementations will be done in line of sight and non-line of sight scenarios. Effort has been done to eradicate error challenges in the system.;
Designing energy efficient Smart Buildings in ubiquitous environments;Smart Buildings have been the subject of research for more than two decades. The different perspectives range from monitoring and controlling energy consumption. Indeed, energy efficiency is considered as one of the promising fields of applications of the Internet of Things. Since Smart Buildings are an important part of the smart grid, their energy efficiency is vital for the environment and global sustainability. In ubiquitous computing systems, designing Smart Building applications is a challenge since these applications must ensure a trade-off between energy consumption and occupants comfort especially in ubiquitous environments. In this paper, we focus on the design of a Smart Building application in ubiquitous computing systems. The Smart Building application is able to manage energy consumption while keeping the occupants comfort. We elaborate an illustrative scenario to demonstrate the usefulness of our work.;
TechSuRe - A Method for Assessing Technology Sustainability in Long Lived Software Intensive Systems;Over the lifetime of a long lived software intensive system the (software) technologies used in the system will change. Changing technologies in such systems is typically extremely costly and painful for the organizations that have to perform these changes. Hence, wrong technology choices can jeopardize the economic viability of such systems in the long run. This paper presents TechSure, a method for assessing technology sustainability in long lived software intensive systems, together with experiences from case studies. The method makes sustainability issues an explicit part of a technology assessment and offers guidance on how to gauge the associated sustainability. Together, this supports making appropriate technology choices for long lived software intensive systems.;
An Innovative Smart System based on IoT Technologies for Fire and Danger Situations;The SAFETY project aims to create a system able to support rescuers such as fire fighters in presence of danger events, especially when they have to intervene in large buildings with many floors and rooms, with different access points, and with numerous users. In these cases, in fact, it is very important to provide a smart decision support system able to promptly guide rescuers to the critical points of the building where there is the certainty that there are users to be rescued or artworks to be kept safe, without wasting resources. In order to achieve this goal, an innovative system architecture based on the use of technologies enabling the Internet of Things including sensors, mobile devices, Cloud technologies, mobile Apps, and embedded devices have been designed and developed in the SAFETY project.;
A Microservices-based IoT Monitoring System to Improve the Safety in Public Building;Safety of public buildings' users is an important issue, especially in buildings frequented by a great number of people. In such places, in case of an emergency, like a fire, rescue workers must intervene in a timely manner, directing their efforts towards places where there are people to be saved. This work presents an Internet of Things(IoT)-based framework, aiming at monitoring environmental parameters in order to support rescuers during emergencies. The microservices paradigm allows a pattern-based specification of system components that are refined and adapted on-the-fly depending on the specific execution context, based on the changing aspects such as, user's need and requirements, context variables, user's behavior, sensor data. First results related to the validation of the proposed system mainly concerning non-functional requirements of the implemented system through a proof-of-concept are reported and discussed.;
QUEEN - A novel design flow and decision support tool for sustainable buildings;The established building design process is a very conservative one. New technologies and energy efficient systems are hardly adopted since there are few reference buildings out there. Risk minimization, cost pressure and the complexity of the design process therefore leads to a poor innovation cycle and old-fashioned, inefficient buildings. We present a design flow that overcomes this hurdle by means of simulation. A decision support tool uses facts and figures from simulation to ease the process of selecting the right system. Furthermore we present the software architecture of the implemented design flow that is already in use by construction industry. The project was initiated and actively supported by STRABAG AG, a construction and consulting company based in Austria operating in international markets.;
Digital agriculture for urban crops: design of an IoT platform for monitoring variables;This article presents the design of the hardware and software architecture of a monitoring system for some agroclimatic variables (light radiation and humidity of soil) through a set of technologies based on the Internet of Things (IoT). First, the state of the art is show for identify the more relevant research in the application of the digital agriculture concept. Second, the general architecture of the project is presented, making a description of the hardware and software used in it. Then, the information is broken down into the layers of the architecture, such as: perception layer, network layer and application layer, and the operation of each layer is detailed. Finally, the feasibility information is presented, and some recommendations are presented on future developments and what is expected to be improved in the presented prototype;
Precept-Based Framework for Using Crowdsourcing in IoT-Based Systems;Cyber-physical systems (CPS) provide the foundation of critical infrastructure, form the basis of emerging and future smart services, and improve quality of life. The technological advances such as edge-centric computing have pushed the frontier of computing applications, data, and services away from the centralized nodes to the logical extremes of a network. It enables analytics and knowledge generation to occur at the source of the data. In this paper we present the amalgamation of three paradigms, each at different level of system development. Precept is a design paradigm for modeling complex control structures of the activities. It is a declaratively modeled control component that prohibits undesired couplings that are otherwise unavoidable in imperatively programmed control components. Crowdsourcing for system integration harnesses the collective intelligence or knowledge base of crowd's wisdom when given the right set of conditions. Here we discuss the aptness of crowdsourcing in the development of IoT-based systems that integrate the smart components from varied domains. We define a precept based software development framework that uses crowdsourcing to develop and to continuously extend a more sustainable and adaptive IoT-based system.;
Challenges and Requirements of Electric Vehicle Fleet Charging at Company Parking Sites;The uprising number of electric vehicles on company parking sites creates a variety of challenges, in terms of scheduling charging processes. In uncoordinated charging, peaks loads can occur that harm the low voltage grid and make the company pay a higher electricity bill. Further, some vehicles may not be charged enough to be used for service appointments at customer homes. In a first step, this paper highlights the individual problems in detail that can appear in a company parking scenario. Next, it is shown that charging scheduling in a company case is not trivial. Finally, requirements to a software-based solution of the challenges are derived from the individual problems.;
Ontology based framework for automatic software's documentation;Over the last few years, research has continuously shown integration among research fields of Software Engineering and Semantic Technologies when development teams are present at different geographical and virtual locations. Their integration has opened fresh opportunities for development teams to develop software using Semantic Technologies. However, as opportunity comes so as the issues and challenges. Issues and challenges,which will keep this integrated field dynamic and lively for years to come. Among such issues, one is to automate the process software's documentation using ontologies. This paper presents a framework as well as implementation approach for the above issue.;
