T�tulo;Resumo;Selecionado
Proceedings of the 8th International Conference on Software and Information Engineering;With the increasing popularity of embedded devices ARM is becoming the dominant architecture for them. In the meanwhile there is a pressing need to perform security assessments for these devices. Due to different types of peripherals it is challenging to dynamically run the firmware of these devices in an emulated environment. Therefore the static analysis is still commonly used. Existing work usually leverages off-the-shelf tools to disassemble stripped ARM binaries and (implicitly) assume that reliable disassembling binaries and function recognition are solved problems. However whether this assumption really holds is unknown. In this paper we conduct the first comprehensive study on ARM disassembly tools. Specifically we build 1896 ARM binaries (including 248 obfuscated ones) with different compilers compiling options and obfuscation methods. We then evaluate them using eight state-of-the-art ARM disassembly tools (including both commercial and noncommercial ones) on their capabilities to locate instructions and function boundaries. These two are fundamental ones which are leveraged to build other primitives. Our work reveals some observations that have not been systematically summarized and/or confirmed. For instance we find that the existence of both ARM and Thumb instruction sets and the reuse of the BL instruction for both function calls and branches bring serious challenges to disassembly tools. Our evaluation sheds light on the limitations of state-of-the-art disassembly tools and points out potential directions for improvement. To engage the community we release the data set and the related scripts at https://github.com/valour01/arm_disasssembler_study.;
Proceedings of the International Conference on Mobile Software Engineering and Systems;In the realm of Software Engineering (SE) automation has become a tangible reality. Artificial Intelligence (AI) has suc-cessfully addressed challenges in project management mod-eling testing and development. Among the latest innova-tions is ChatGPT an ML-infused chatbot capable of gen-erating programming codes and software testing strategies. Although there is speculation that AI-based computation can boost productivity and even substitute software engineers in software development empirical evidence supporting such claims is lacking. Moreover questions remain about their po-tential to address overlooked evaluation metrics like energy efficiency vulnerability fairness (i.e. human bias) and safety. This paper probes into these issues with an empirical study comparing ChatGPT with both novice and expert program-mers using LeetCode contest problems. The investigation focuses on performance and memory-efficiency while also acknowledging the need for a broader assessment of non-functional requirements. The results suggest that ChatGPT is better than beginners at solving easy and medium prob-lems but it is not yet proven to beat expert programmers. This paper posits that a comprehensive comparison of soft-ware engineers and AI-based solutions considering various evaluation criteria is pivotal in fostering human-machine collaboration enhancing the reliability of AI-based meth-ods and understanding task suitability for humans or AI. Furthermore it facilitates the effective implementation of co-operative work structures and human-in-the-loop processes.;
Proceedings of the Eighth International Workshop on Search-Based Software Testing;Popular Android applications undergo frequent releases. Ensuring functional testing of the new features as well as regression testing of the previous functionality are time-consuming and error-prone. Thus there is a need for a tool that eases the testing efforts as well as saves the overall time of the product release cycle. In this work we present QADroid the first activity- and event-aware regression selection tool for Android apps. Salient features of QADroid are: (i) a richer change-set analyzer that covers code as well as non-code components for regression (ii) it presents a pictorial representation of the app’s functioning and (iii) it displays the regression points in the app as a mapping between activities to user-elements to events. Features (ii) and (iii) help the testers in understanding the technical findings better. We evaluated QADroid on 1105 releases of 50 open source Android projects. The results show that QADroid reduced the activity selection by 58% and event selection by 74% compared to the traditional way of exhaustive testing of all activities and events thereby significantly reducing the manual testing efforts.;
Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering: Software Engineering in Practice;Random program generation — fuzzing — is an effective technique for discovering bugs in compilers but successful fuzzers require extensive development effort for every language supported by the compiler and often leave parts of the language space untested. We introduce DeepSmith a novel machine learning approach to accelerating compiler validation through the inference of generative models for compiler inputs. Our approach infers a learned model of the structure of real world code based on a large corpus of open source code. Then it uses the model to automatically generate tens of thousands of realistic programs. Finally we apply established differential testing methodologies on them to expose bugs in compilers. We apply our approach to the OpenCL programming language automatically exposing bugs with little effort on our side. In 1000 hours of automated testing of commercial and open source compilers we discover bugs in all of them submitting 67 bug reports. Our test cases are on average two orders of magnitude smaller than the state-of-the-art require 3.03\texttimes{;
Proceedings of the 12th Asia-Pacific Symposium on Internetware;Mobile apps have been developed with the aim of attracting a large and diverse number of users. An impediment factor especially for the Android platform is a large number of hardware and software configurations available in the market so app developers face the challenge of producing a highly compatible app. For compatibility testing an app can be tested in a subset of devices that sufficiently covers the characteristics of devices adopted by users. Moreover this subset needs to be extracted from up-to-date sources since new devices and APIs are frequently introduced in the market while others are deprecated. This paper presents an always-updated app-specific approach called DeSeCT for mobile Device Selection for Compatibility Testing. Our approach is divided into the following steps: first it crawls the Web to obtain an updated list of devices second attributes of the app under test are used to filter unwanted mobile devices and a multiobjective genetic algorithm is employed to tailor a feature-coverage optimized set of mobile devices. The results provide evidence that DeSeCT can produce a better selection of mobile devices for compatibility testing in comparison with the state-of-the-art. DeSeCT avoids the selection of approximately 15% to 18% of unwanted devices.;
Proceedings of the 37th Annual Computer Security Applications Conference;The heavy fragmentation of the Android ecosystem has led to severe compatibility issues with apps including those that crash at runtime or cannot be installed on certain devices but work well on other devices. To address this problem various approaches have been proposed to detect and fix compatibility issues automatically. However these all come with various limitations on fixing the compatibility issues e.g. can only fix one specific type of issues cannot deal with multi-invocation issues in a single line and issues in released apps. To overcome these limitations we propose a generic approach that aims at fixing more types of compatibility issues in released Android apps. To this end our prototype tool RepairDroid provides a generic app patch description language for users to create fix templates for compatibility issues. The created templates will then be leveraged by RepairDroid to automatically fix the corresponding issue at the bytecode level (e.g. right before users install the app). RepairDroid can support template creations for OS-induced device-specific and inter-callback compatibility issues detected by three state-of-the-art approaches. Our experimental results show that RepairDroid can fix 7660 out of 8976 compatibility issues in 1000 randomly selected Google Play apps. RepairDroid is generic to configure new compatibility issues and outperforms the state-of-the-art on effectively repairing compatibility issues in released Android apps.;
Proceedings of the 13th Annual Conference on Genetic and Evolutionary Computation;Much research on software testing makes an implicit assumption that test failures are deterministic such that they always witness the presence of the same defects. However this assumption is not always true because some test failures are due to so-called flaky tests i.e. tests with non-deterministic outcomes. To help testing researchers better investigate flakiness we introduce a test flakiness assessment and experimentation platform called FlakiMe. FlakiMe supports the seeding of a (controllable) degree of flakiness into the behaviour of a given test suite. Thereby FlakiMe equips researchers with ways to investigate the impact of test flakiness on their techniques under laboratory-controlled conditions. To demonstrate the application of FlakiMe we use it to assess the impact of flakiness on mutation testing and program repair (the PRAPR and ARJA methods). These results indicate that a 10% flakiness is sufficient to affect the mutation score but the effect size is modest (2% - 5% ) while it reduces the number of patches produced for repair by 20% up to 100% of repair problems a devastating impact on this application of testing. Our experiments with FlakiMe demonstrate that flakiness affects different testing applications in very different ways thereby motivating the need for a laboratory-controllable flakiness impact assessment platform and approach such as FlakiMe.;
Proceedings of the 5th ACM International Workshop on Verification and MOnitoring at Runtime EXecution;Built on the WeChat social platform WeChat Mini-Programs are widely used by more than 400 million users every day. Consequently the reliability of Mini-Programs is particularly crucial. However WeChat Mini-Programs suffer from various bugs related to execution environment lifecycle management asynchronous mechanism etc. These bugs have seriously affected users' experience and caused serious impacts.In this paper we conduct the first empirical study on 83 WeChat Mini-Program bugs and perform an in-depth analysis of their root causes impacts and fixes. From this study we obtain many interesting findings that can open up new research directions for combating WeChat Mini-Program bugs. Based on the bug patterns found in our study we further develop WeDetector to detect WeChat Mini-Program bugs. Our evaluation on 25 real-world Mini-Programs has found 11 previously unknown bugs and 7 of them have been confirmed by developers.;
Proceedings of the 26th International Conference on Evaluation and Assessment in Software Engineering;Program repair techniques attempt to fix programs by looking for patches within a search space of fix candidates. These techniques require a specification of the program to be repaired used as an acceptance criterion for fix candidates that often also plays an important role in guiding some search processes. Most tools use tests as specifications which constitutes a risk since the incompleteness of tests as specifications may lead one to obtain spurious repairs that pass all tests but are in fact incorrect. This problem has been identified by various researchers raising concerns about the validity of program fixes. More thorough studies have been proposed using different sets of tests for fix validation and resorting to manual inspection showing that while tools reduce their program fixing rate they are still able to repair a significant number of cases.In this paper we perform a different analysis of the suitability of tests as acceptance criteria for automated program fixes by checking patches produced by automated repair tools using a bug-finding tool as opposed to previous works that used tests or manual inspections. We develop a number of experiments in which faulty programs from a known benchmark are fed to the program repair tools GenProg Angelix AutoFix and Nopol using test suites of varying quality and extension including those accompanying the benchmark. We then check the produced patches against formal specifications using a bug-finding tool. Our results show that in general automated program repair tools are significantly more likely to accept a spurious program fix than producing an actual one in the studied scenarios.;
Proceedings of the 13th International Workshop on Automation of Software Test;For coverage-guided fuzzers many of their adopted seeds are usually underused by exploring limited program states since essentially all their executions have to abide by rigorous program dependencies while only limited seeds are capable of accessing dependencies. Moreover even when iteratively executing such limited seeds the fuzzers have to repeatedly access the covered program states before uncovering new states. Such facts indicate that exploration power on program states of seeds has not been sufficiently leveraged by the existing coverage-guided fuzzing strategies. To tackle these issues we propose a coverage-guided fuzzer namely MirageFuzz to mitigate the program dependencies when executing seeds for enhancing their exploration power on program states. Specifically MirageFuzz first creates a “phantom” program of the target program by reducing its program dependencies corresponding to conditional statements while retaining their original semantics. Accordingly MirageFuzz performs dual fuzzing i.e. the source fuzzing to fuzz the original program and the phantom fuzzing to fuzz the phantom program simultaneously. Then MirageFuzz applies the taint-based mutation mechanism to generate a new seed by updating the target conditional statement of a given seed from the source fuzzing with the corresponding condition value derived by the phantom fuzzing. To evaluate the effectiveness of MirageFuzz we build a benchmark suite with 18 projects commonly adopted by recent fuzzing papers and select seven open-source fuzzers as baselines for performance comparison with MirageFuzz. The experiment results suggest that MirageFuzz outperforms our baseline fuzzers from 13.42% to 77.96% averagely. Furthermore MirageFuzz exposes 29 previously unknown bugs where 4 of them have been confirmed and 3 have been fixed by the corresponding developers.;
Proceedings of the 14th ACM / IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM);Research has produced many approaches to automatically locate explain and repair software bugs. But do these approaches relate to the way practitioners actually locate understand and fix bugs? To help answer this question we have collected a dataset named DBGBENCH --- the correct fault locations bug diagnoses and software patches of 27 real errors in open-source C projects that were consolidated from hundreds of debugging sessions of professional software engineers. Moreover we shed light on the entire debugging process from constructing a hypothesis to submitting a patch and how debugging time difficulty and strategies vary across practitioners and types of errors. Most notably DBGBENCH can serve as reality check for novel automated debugging and repair techniques.;
Proceedings of the 2017 11th Joint Meeting on Foundations of Software Engineering;To process massive quantities of data developers leverage data-intensive scalable computing (DISC) systems in the cloud such as Google's MapReduce Apache Hadoop and Apache Spark. In terms of debugging DISC systems support post-mortem log analysis but do not provide interactive debugging features in realtime. This tool demonstration paper showcases a set of concrete usecases on how BigDebug can help debug Big Data Applications by providing interactive realtime debug primitives. To emulate interactive step-wise debugging without reducing throughput BigDebug provides simulated breakpoints to enable a user to inspect a program without actually pausing the entire computation. To minimize unnecessary communication and data transfer BigDebug provides on-demand watchpoints that enable a user to retrieve intermediate data using a guard and transfer the selected data on demand. To support systematic and efficient trial-and-error debugging BigDebug also enables users to change program logic in response to an error at runtime and replay the execution from that step. BigDebug is available for download at http://web.cs.ucla.edu/~miryung/software.html;
Proceedings of the 2020 Asia Service Sciences and Software Engineering Conference;We report on the results of the seventh edition of the JUnit tool competition. This year four tools were executed on a benchmark with (i) new classes selected from real-world software projects and (ii) challenging classes from the previous edition. We use Randoop and manual test suites from the projects as baselines. Given the interesting findings of last year we analyzed the effectiveness of the combined test suites generated by all competing tools and compared results are confronted with the manual test suites of the projects as well as those generated by the competing tools. This paper describes our methodology and the results highlight challenges faced during the contest.;
Proceedings of the 42nd ACM SIGPLAN International Conference on Programming Language Design and Implementation;The advent of Persistent Memory (PM) opens the door to novel application designs that explore its performance and durability benefits. However there is no free lunch and to program PM applications developers need to be aware of potential inconsistent application state upon machine or application crashes. To overcome this difficulty several tools have been proposed to detect the presence of the so-called crash-consistency bugs. While these are effective in detecting a variety of bugs they present several key limitations namely relying on application-specific semantics requiring the programmer to manually annotate the program or modify the PM library and relying on techniques with poor scalability making them impractical for production code.In this paper we introduce Mumak a tool that detects bugs in PM applications in an efficient and black-box manner. Our key insight to reduce the search space is to use a two-pronged approach with a first pass that is highly efficient by focusing only on key error-prone code points without exhaustively testing all possible persistence orderings and a second pass based on heuristics that try to compensate the shortcomings of the initial approach. Furthermore we avoid application-specific knowledge or annotations by relying on the application's own recovery procedure as an (imperfect) consistency oracle. Our experimental results with different applications and libraries show that Mumak has bug coverage on par with the other state-of-the-art tools while being up to 25\texttimes{;
Proceedings of the 5th International Conference on Algorithms Computing and Systems;Many software bugs are reported manually particularly bugs that manifest themselves visually in the user interface. End-users typically report these bugs via app reviewing websites issue trackers or in-app built-in bug reporting tools if available. While these systems have various features that facilitate bug reporting (e.g. textual templates or forms) they often provide limited guidance concrete feedback or quality verification to end-users who are often inexperienced at reporting bugs and submit low-quality bug reports that lead to excessive developer effort in bug report management tasks.  We propose an interactive bug reporting system for end-users (Burt) implemented as a task-oriented chatbot. Unlike existing bug reporting systems Burt provides guided reporting of essential bug report elements (i.e. the observed behavior expected behavior and steps to reproduce the bug) instant quality verification and graphical suggestions for these elements. We implemented a version of Burt for Android and conducted an empirical evaluation study with end-users who reported 12 bugs from six Android apps studied in prior work. The reporters found that Burt’s guidance and automated suggestions/clarifications are useful and Burt is easy to use. We found that Burt reports contain higher-quality information than reports collected via a template-based bug reporting system. Improvements to Burt informed by the reporters include support for various wordings to describe bug report elements and improved quality verification. Our work marks an important paradigm shift from static to interactive bug reporting for end-users.;
Proceedings of the 7th International Workshop on Metamorphic Testing;In this work we investigate the practice of patch construction in the Linux kernel development focusing on the differences between three patching processes: (1) patches crafted entirely manually to fix bugs (2) those that are derived from warnings of bug detection tools and (3) those that are automatically generated based on fix patterns. With this study we provide to the research community concrete insights on the practice of patching as well as how the development community is currently embracing research and commercial patching tools to improve productivity in repair. The result of our study shows that tool-supported patches are increasingly adopted by the developer community while manually-written patches are accepted more quickly. Patch application tools enable developers to remain committed to contributing patches to the code base. Our findings also include that in actual development processes patches generally implement several change operations spread over the code even for patches fixing warnings by bug detection tools. Finally this study has shown that there is an opportunity to directly leverage the output of bug detection tools to readily generate patches that are appropriate for fixing the problem and that are consistent with manually-written patches.;
Proceedings of the 5th International Workshop on Software Mining;Software bugs cost time money and lives. They drive software research and development efforts and are central to modern software engineering. Yet we lack a clear and general definition of what bugs are. Some bugs are defects clearly defined as failures to meet some requirement or specification. However there are many forms of undesirable program behaviour that are completely compatible with a typical program's specification.In this paper we argue that the lack of a criterion for identifying non-defect bugs is hampering the development of tools that find and fix bugs. We propose such a criterion based on the idea of wasted effort discuss how bugs that meet our definition of software ticks can complement defects and sketch how our definition can help guide future work on software tools.;
Proceedings of the 2017 International Conference on Information Technology;Metamorphic testing has been shown to be a simple yet effective technique in addressing the quality assurance of applications that do not have test oracles i.e. for which it is difficult or impossible to know what the correct output should be for arbitrary input. In metamorphic testing existing test case input is modified to produce new test cases in such a manner that when given the new input the application should produce an output that can easily be computed based on the original output. That is if input x produces output f(x) then we create input x' such that we can predict f(x') based on f(x) if the application does not produce the expected output then a defect must exist and either f(x) or f(x') (or both) is wrong.In practice however metamorphic testing can be a manually intensive technique for all but the simplest cases. The transformation of input data can be laborious for large data sets or practically impossible for input that is not in human-readable format. Similarly comparing the outputs can be error-prone for large result sets especially when slight variations in the results are not actually indicative of errors (i.e. are false positives) for instance when there is non-determinism in the application and multiple outputs can be considered correct.In this paper we present an approach called Automated Metamorphic System Testing. This involves the automation of metamorphic testing at the system level by checking that the metamorphic properties of the entire application hold after its execution. The tester is able to easily set up and conduct metamorphic tests with little manual intervention and testing can continue in the field with minimal impact on the user. Additionally we present an approach called Heuristic Metamorphic Testing which seeks to reduce false positives and address some cases of non-determinism. We also describe an implementation framework called Amsterdam and present the results of empirical studies in which we demonstrate the effectiveness of the technique on real-world programs without test oracles.;
Proceedings of the 2013 International Symposium on Memory Management;The rapid expansion of the Android ecosystem is accompanied by continuing diversification of platforms and devices resulting in increasing incompatibility issues which damage user experiences and impede app development productivity. In this paper we conducted a large-scale longitudinal study of compatibility issues in 62894 benign apps developed in the past eight years to understand the symptoms and causes of these issues. We further investigated the incompatibilities that are actually exercised at runtime through the system logs and execution traces of 15045 apps. Our study revealed that among others (1) compatibility issues were prevalent and persistent at both installation and run time with greater prevalence of run-time incompatibilities (2) there were no certain Android versions that consistently saw more or less app incompatibilities than others (3) installation-time incompatibilities were strongly correlated with the minSdkVersion specified in apps while run-time incompatibilities were most significantly correlated with the underlying platform’s API level and (4) installation-time incompatibilities were mostly due to apps’ use of architecture-incompatible native libraries while run-time incompatibilities were mostly due to API changes during SDK evolution. We offered further insights into app incompatibilities as well as recommendations on dealing with the issues for bother developers and end users of Android apps.;
Proceedings of the 11th International Workshop on Automation of Software Test;Random testing has the benefit of being simple to implement. However if left unmanaged random testing can easily exhaust the allocated computation time without being effective. In a previous work we extended an automated random testing tool called T3 with a budget management algorithm. Given a time budget and a target class with multiple methods to test the algorithm tries to spread the budget over the methods by dividing it into multiple budget slices. While this guarantees a certain measure of fairness the algorithm was programmed towards using up the budget. This does deliver extra coverage but beyond a certain point this becomes quite costly. In an attempt to improve this we consider an austere budgeting policy as an alternative. While this work is still in progress we decided to participate in the SBST Unit Testing Tool Competition 2019 to obtain insight on the performance of the policy. This paper discussed its results.;
Proceedings of the SC '23 Workshops of The International Conference on High Performance Computing Network Storage and Analysis;Reproducibility is the ability of recreating identical binaries under pre-defined build environments. Due to the need of quality assurance and the benefit of better detecting attacks against build environments the practice of reproducible builds has gained popularity in many open-source software repositories such as Debian and Bitcoin. However identifying the unreproducible issues remains a labour intensive and time consuming challenge because of the lacking of information to guide the search and the diversity of the causes that may lead to the unreproducible binaries.In this paper we propose an automated framework called RepLoc to localize the problematic files for unreproducible builds. RepLoc features a query augmentation component that utilizes the information extracted from the build logs and a heuristic rule-based filtering component that narrows the search scope. By integrating the two components with a weighted file ranking module RepLoc is able to automatically produce a ranked list of files that are helpful in locating the problematic files for the unreproducible builds. We have implemented a prototype and conducted extensive experiments over 671 real-world unreproducible Debian packages in four different categories. By considering the topmost ranked file only RepLoc achieves an accuracy rate of 47.09%. If we expand our examination to the top ten ranked files in the list produced by RepLoc the accuracy rate becomes 79.28%. Considering that there are hundreds of source code scripts Makefiles etc. in a package RepLoc significantly reduces the scope of localizing problematic files. Moreover with the help of RepLoc we successfully identified and fixed six new unreproducible packages from Debian and Guix.;
Proceedings of the Brazilian Symposium on Multimedia and the Web;Automated testing is considered an essential process for ensuring software quality. However writing and maintaining high-quality test code is challenging and frequently considered of secondary importance. For production code many open source and industrial software projects employ code review a well-established software quality practice but the question remains whether and how code review is also used for ensuring the quality of test code. The aim of this research is to answer this question and to increase our understanding of what developers think and do when it comes to reviewing test code. We conducted both quantitative and qualitative methods to analyze more than 300000 code reviews and interviewed 12 developers about how they review test files. This work resulted in an overview of current code reviewing practices a set of identified obstacles limiting the review of test code and a set of issues that developers would like to see improved in code review tools. The study reveals that reviewing test files is very different from reviewing production files and that the navigation within the review itself is one of the main issues developers currently face. Based on our findings we propose a series of recommendations and suggestions for the design of tools and future research.;
Proceedings of the 20th International Conference on Evaluation and Assessment in Software Engineering;Software testing is an integral part of modern software development. However test runs can produce thousands of lines of logged output that make it difficult to find the cause of a fault in the logs. This problem is exacerbated by environmental failures that distract from product faults. In this paper we present techniques with the goal of capturing the maximum number of product faults while flagging the minimum number of log lines for inspection.We observe that the location of a fault in a log should be contained in the lines of a failing test log. In contrast a passing test log should not contain the lines related to a failure. Lines that occur in both a passing and failing log introduce noise when attempting to find the fault in a failing log. We introduce an approach where we remove the lines that occur in the passing log from the failing log.After removing these lines we use information retrieval techniques to flag the most probable lines for investigation. We modify TF-IDF to identify the most relevant log lines related to past product failures. We then vectorize the logs and develop an exclusive version of KNN to identify which logs are likely to lead to product faults and which lines are the most probable indication of the failure.Our best approach LogFaultFlagger finds 89% of the total faults and flags less than 1% of the total failed log lines for inspection. LogFaultFlagger drastically outperforms the previous work cam. We implemented LogFaultFlagger as a tool at Ericsson where it presents fault prediction summaries to base station testers.;
Proceedings of the 19th ACM Workshop on Hot Topics in Networks;More and more companies use static analysis to perform regular code reviews to detect security vulnerabilities in their code configuring them to detect various types of bugs and vulnerabilities such as the SANS top 25 or the OWASP top 10. For such analyses to be as precise as possible they must be adapted to the code base they scan. The particular challenge we address in this paper is to provide analyses with the correct security-relevant methods (Srm): sources sinks etc. We present SWAN a fully-automated machine-learning approach to detect sources sinks validators and authentication methods for Java programs. SWAN further classifies the Srm into specific vulnerability classes of the SANS top 25. To further adapt the lists detected by SWAN to the code base and to improve its precision we also introduce SWANAssist an extension to SWAN that allows analysis users to refine the classifications. On twelve popular Java frameworks SWAN achieves an average precision of 0.826 which is better or comparable to existing approaches. Our experiments show that SWANAssist requires a relatively low effort from the developer to significantly improve its precision.;
Proceedings of the Sixth Workshop on Data Management for End-To-End Machine Learning;Grey-box fuzzing is an evolutionary process which maintains and evolves a population of test cases with the help of a fitness function. Fitness functions used by current grey-box fuzzers are not informative in that they cannot distinguish different program executions as long as those executions achieve the same coverage. The problem is that current fitness functions only consider a union of data but not their combination. As such fuzzers often get stuck in a local optimum during their search. In this paper we introduce Ankou the first grey-box fuzzer that recognizes different combinations of execution information and present several scalability challenges encountered while designing and implementing Ankou. Our experimental results show that Ankou is 1.94\texttimes{;
Proceedings of the 2012 Joint EDBT/ICDT Workshops;Concolic testing is popular in unit testing because it can detect bugs quickly in a relatively small search space. But in system-level testing it suffers from the symbolic path explosion and often misses bugs. To resolve this problem we have developed a focused compositional concolic testing technique FOCAL for effective bug detection. Focusing on a target unit failure v (a crash or an assert violation) detected by concolic unit testing FOCAL generates a system-level test input that validates v. This test input is obtained by building and solving symbolic path formulas that represent system-level executions raising v. FOCAL builds such formulas by combining function summaries one by one backward from a function that raised v to main. If a function summary φa of function a conflicts with the summaries of the other functions FOCAL refines φa to φa′ by applying a refining constraint learned from the conflict. FOCAL showed high system-level bug detection ability by detecting 71 out of the 100 real-world target bugs in the SIR benchmark while other relevant cutting edge techniques (i.e. AFL-fast KATCH Mix-CCBSE) detected at most 40 bugs. Also FOCAL detected 13 new crash bugs in popular file parsing programs.;
Proceedings of the 20th ACM SIGPLAN International Conference on Managed Programming Languages and Runtimes;"There is a dramatically increasing interest in the quality assurance for DNN-based systems in the software engineering community. An emerging hot topic in this direction is structural coverage criteria for testing neural networks which are inspired by coverage metrics used in conventional software testing. In this short paper we argue that these criteria could be misleading because of the fundamental differences between neural networks and human written programs. Our preliminary exploration shows that (1) adversarial examples are pervasively distributed in the finely divided space defined by such coverage criteria while available natural samples are very sparse and as a consequence (2) previously reported fault-detection capabilities"" conjectured from high coverage testing are more likely due to the adversary-oriented search but not the real ""high"" coverage.""";
Proceedings of the 41st International Conference on Software Engineering: New Ideas and Emerging Results;SMT solvers are at the basis of many applications such as program verification program synthesis and test case generation. For all these applications to provide reliable results SMT solvers must answer queries correctly. However since they are complex highly-optimized software systems ensuring their correctness is challenging. In particular state-of-the-art testing techniques do not reliably detect when an SMT solver is unsound.In this paper we present an automatic approach for generating test cases that reveal soundness errors in the implementations of string solvers as well as potential completeness and performance issues. We synthesize input formulas that are satisfiable or unsatisfiable by construction and use this ground truth as test oracle. We automatically apply satisfiability-preserving transformations to generate increasingly-complex formulas which allows us to detect many errors with simple inputs and thus facilitates debugging.The experimental evaluation shows that our technique effectively reveals bugs in the implementation of widely-used SMT solvers and applies also to other types of solvers such as automata-based solvers. We focus on strings here but our approach carries over to other theories and their combinations.;
Managing Large-Scale Systems via the Analysis of System Logs and the Application of Machine Learning Techniques;Today machine learning (ML) models are increasingly applied in decision making. This induces an urgent need for quality assurance of ML models with respect to (often domain-dependent) requirements. Monotonicity is one such requirement. It specifies a software as ''learned'' by an ML algorithm to give an increasing prediction with the increase of some attribute values. While there exist multiple ML algorithms for ensuring monotonicity of the generated model approaches for checking monotonicity in particular of black-box models are largely lacking.  In this work we propose verification-based testing of monotonicity i.e. the formal computation of test inputs on a white-box model via verification technology and the automatic inference of this approximating white-box model from the black-box model under test. On the white-box model the space of test inputs can be systematically explored by a directed computation of test cases. The empirical evaluation on 90 black-box models shows that verification-based testing can outperform adaptive random testing as well as property-based techniques with respect to effectiveness and efficiency.;
Proceedings of the 2020 3rd International Conference on Big Data and Education;Automated Program Repair (APR) aims to automatically fix bugs in the source code. Recently with advances in Deep Learning (DL) field there has been an increase of Neural Program Repair (NPR) studies that use neural networks to model the patch-generation process. NPR approaches have a significant benefit in applicability over prior APR techniques because they do not require any specifications (e.g. a test suite) when generating patches. For this reason NPR has recently become a popular research topic. In this paper We undertake a literature review of latest NPR systems to help interested readers understand advancements in this emerging field. We begin by introducing background information of NPR. Next to make the various NPR systems more understandable we split them into a four-phase pipeline and discuss various design choices for each phase. To investigate the motivations of different design choices We further highlight a number of challenges and summarize corresponding solutions adopted by existing NPR systems. Finally we suggest some intriguing directions for the future research.;
Proceedings of the 6th International Conference on Software and Computer Applications;With the rise in the growth of the software industry it is essential to identify software defects in earlier stages to save costs and improve the efficiency of the software development lifecycle process. We have devised a hybrid software defect prediction (SDP) model that integrates Binary Particle Swarm Optimization (Binary PSO) Synthetic Minority Oversampling Technique (SMOTE) and Artificial Neural Network (ANN). BPSO is applied as a wrapper feature selection process utilizing AUC as a fitness function SMOTE handles the dataset imbalance and ANN is used as a classification algorithm for predicting software defects. We analyze the proposed BPSO-SMOTE-ANN model's predictive capability using the AUC and G-mean performance metrics. The proposed hybrid model is found helpful in predicting software defects. The statistical results suggest the enhanced performance of the proposed hybrid model concerning AUC and G-mean values. Also the hybrid model was found to be competitive with other machine learning(ML) algorithms in determining software defects.;
Proceedings of the 2023 6th International Conference on Software Engineering and Information Management;Chemical reaction networks (CRNs) are an emerging distributed computational paradigm where programs are encoded as a set of abstract chemical reactions. CRNs can be compiled into DNA strands which perform the computations in vitro creating a foundation for intelligent nanodevices. Recent research proposed a software testing framework for stochastic CRN programs in simulation however it relies on existing program specifications. In practice specifications are often lacking and when they do exist transforming them into test cases is time-intensive and can be error prone. In this work we propose an inference technique called ChemFlow which extracts 3 types of invariants from an existing CRN model. The extracted invariants can then be used for test generation or model validation against program implementations. We applied ChemFlow to 13 CRN programs ranging from toy examples to real biological models with hundreds of reactions. We find that the invariants provide strong fault detection and often exhibit less flakiness than specification derived tests. In the biological models we showed invariants to developers and they confirmed that some of these point to parts of the model that are biologically incorrect or incomplete suggesting we may be able to use ChemFlow to improve model quality.;
Proceedings of the ACM/IEEE 47th Annual International Symposium on Computer Architecture;Concurrency bugs are extremely difficult to detect. Recently several dynamic techniques achieve sound analysis. M2 is even complete for two threads. It is designed to decide whether two events can occur consecutively. However real-world concurrency bugs can involve more events and threads. Some can occur when the order of two or more events can be exchanged even if they occur not consecutively. We propose a new technique SeqCheck to soundly decide whether a sequence of events can occur in a specified order. The ordered sequence represents a potential concurrency bug. And several known forms of concurrency bugs can be easily encoded into event sequences where each represents a way that the bug can occur. To achieve it SeqCheck explicitly analyzes branch events and includes a set of efficient algorithms. We show that SeqCheck is sound and it is also complete on traces of two threads.  We have implemented SeqCheck to detect three types of concurrency bugs and evaluated it on 51 Java benchmarks producing up to billions of events. Compared with M2 and other three recent sound race detectors SeqCheck detected 333 races in ~30 minutes while others detected from 130 to 285 races in ~6 to ~12 hours. SeqCheck detected 20 deadlocks in ~6 seconds. This is only one less than Dirk but Dirk spent more than one hour. SeqCheck also detected 30 atomicity violations in ~20 minutes. The evaluation shows SeqCheck can significantly outperform existing concurrency bug detectors.;
