TÌtulo;Resumo;Selecionado
Proceedings of the 2021 International Symposium on Advanced Security on Software and Systems;Energy is important for mobile apps. Among all operations of mobile apps making HTTP requests is one of the most energy consuming. However there is not sufficient work in optimizing the energy consumption of HTTP requests in mobile apps. In our previous study we found that making small HTTP requests was not energy efficient. Yet we did not study how to optimize the energy of HTTP requests. In this paper we make a preliminary study to bundle sequential HTTP requests with a proxy server. With our technique we had a 50% energy saving for HTTP requests in two market Android apps. This result indicates that our technique is promising and we will build on the result in our future work.;
Proceedings of the 31st Annual International Conference on Computer Science and Software Engineering;Software-intensive systems are increasingly pervading our everyday lives. As they get more and more connected this opens them up to far-reaching cyber attacks. Moreover a recent study by the U.S. Department of Homeland Security shows that more than 90% of current cyber-attacks are enabled not by faulty crypto networks or hardware but by application-level implementation vulnerabilities. I argue that those problems can only be resolved by the widespread introduction of a secure software development lifecycle (SDLC). In this technical briefing I explain where secure engineering currently fails in practice and what software engineers can do if they want to make a positive impact in the field. I will do so by explaining major open challenges in the field but also by resorting to success stories from the introduction of SDLCs in industry.;
Proceedings of the 13th International Conference on Predictive Models and Data Analytics in Software Engineering;Safety cases and specifically software safety cases have had virtually no presence in engineering practice in the US. Recent interest in addition to an early attempt to introduce them into practice in the NASA Constellation Program motivated us to develop a partial safety case for a safety critical subsystem for the Ares I vehicle namely the abort detection notification and response (AFDNR) system. This paper relates our experience applying the safety case concept to AFDNR particularly from the perspective of generalizing the safety issues to similar fault management systems. We also provide lessons learned including a discussion of issues that led to our current refactoring of our initial safety case.;
Proceedings of the 1st International Workshop on Assurance Cases for Software-Intensive Systems;The strength of obfuscated software has increased over the recent years. Compiler based obfuscation has become the de facto standard in the industry and recent papers also show that injection of obfuscation techniques is done at the compiler level. In this paper we discuss a generic approach for deobfuscation and recompilation of obfuscated code based on the compiler framework LLVM. We show how binary code can be lifted back into the compiler intermediate language LLVM-IR and explain how we recover the control flow graph of an obfuscated binary function with an iterative control flow graph construction algorithm based on compiler optimizations and satisfiability modulo theories (SMT) solving. Our approach does not make any assumptions about the obfuscated code but instead uses strong compiler optimizations available in LLVM and Souper Optimizer to simplify away the obfuscation. Our experimental results show that this approach can be effective to weaken or even remove the applied obfuscation techniques like constant unfolding certain arithmetic-based opaque expressions dead code insertions bogus control flow or integer encoding found in public and commercial obfuscators. The recovered LLVM-IR can be further processed by custom deobfuscation passes that are now applied at the same level as the injected obfuscation techniques or recompiled with one of the available LLVM backends. The presented work is implemented in a deobfuscation tool called SATURN.;
Proceedings of the 20th ACM SIGPLAN International Workshop on Erlang;As mobile apps continue to grow in popularity it is important to study their evolution. Lehman's laws of software evolution have been proposed and used to study the evolution of traditional large software systems (also known as desktop apps). However do Lehman's laws of software evolution hold for mobile apps? especially since developing mobile apps presents different challenges compared to the development of desktop apps.  In this paper we examine the applicability of three of Lehman's laws on mobile apps. In particular we focused on three laws: the law of continuing change increasing complexity and declining quality. We extracted a number of metrics and performed a case study on two applications: VLC and ownCloud. Our findings show that the law of continuing change and declining quality seem to apply for mobile apps however we find different outcomes for the law of increasing complexity. Then we compare the mobile app version to the desktop version and find that the two versions follow the same trends for the law of continuing change. On the contrary the desktop and mobile version have different trends for the law of increasing complexity and the law of declining quality.;
Proceedings of the 2020 ACM SIGSAC Conference on Computer and Communications Security;"The increasing diffusion of smart devices along with the dynamism of the mobile applications ecosystem are boosting the production of malware for the Android platform. So far many different methods have been developed for detecting Android malware based on either static or dynamic analysis. The main limitations of existing methods include: low accuracy proneness to evasion techniques and weak validation often limited to emulators or modified kernels. We propose an Android malware detection method based on sequences of system calls that overcomes these limitations. The assumption is that malicious behaviors (e.g. sending high premium rate SMS cyphering data for ransom botnet capabilities and so on) are implemented by specific system calls sequences: yet no apriori knowledge is available about which sequences are associated with which malicious behaviors in particular in the mobile applications ecosystem where new malware and non-malware applications continuously arise. Hence we use Machine Learning to automatically learn these associations (a sort of fingerprint"" of the malware) then we exploit them to actually detect malware. Experimentation on 20000 execution traces of 2000 applications (1000 of them being malware belonging to different malware families) performed on a real device shows promising results: we obtain a detection accuracy of 97%. Moreover we show that the proposed method can cope with the dynamism of the mobile apps ecosystem since it can detect unknown malware.""";
Proceedings of the 37th Annual Computer Security Applications Conference;There can be little contention about Stroustrup's epigrammatic remark: our civilization runs on software. However a caveat is increasingly due much of the software that runs our civilization runs on mobile devices today. Mobile operating systems have come to play a preeminent role in the ubiquity and utility of such devices. The development ecosystem of Android - one of the most popular mobile operating systems - presents an interesting context for studying whether and how collaboration dynamics in mobile development differ from conventional software development. In this paper we examine factors that influence task ownership in Android development. Our results can inform project governance decisions at the individual and organizational levels.;
Proceedings of the 9th Workshop on Software Security Protection and Reverse Engineering;This poster will present a novel experimental case-study that focuses on the merits of teaching software-security to CS0 and CS1 learners by demonstration of how vulnerable programming of the Cozmo robot can lead to unexpected robot-behavior. It will introduce our unique Cozmo secure-coding lesson-plan as a new experiential-learning model which combines learning of software-security concepts with educational-robotics (ER) in the form of hands-on interactive coding. It will compare a conventional approach of teaching software-security via secure-coding lessons with our unconventional technique of teaching secure-coding using Cozmo. It will present student-survey based learning-assessment data collected from our experiment of offering secure-coding lessons to a diverse group of CS0 and CS1 learners through traditional secure-coding training-modules which involve no ER. It will then compare these data with the student-survey based learning-assessment data gathered from our Cozmo secure-coding sessions. It will analyze these comparative-results in an effort to show preliminary evidence of the effectiveness and potential of our approach for more enhanced and engaging learning of software-security via defensive programming of Cozmo. Prior research in ER indicates that a social-robot can be an effective platform for teaching coding and cyber concepts. However there is very limited work on the efficacy of teaching secure-coding using social-robots. Hence our fresh non-traditional approach of making CS0 and CS1 learners explore hands-on secure-coding through Cozmo is a first-of-its-kind research case-study in an attempt to fill this gap.;
Proceedings of the 51st ACM Technical Symposium on Computer Science Education;Android is the most popular platform for mobile devices. It facilitates sharing data and services between applications by providing a rich inter-application communication system. While such sharing can be controlled by the Android permission system enforcing permissions is not sufficient to prevent security violations since permissions may be mismanaged intentionally or unintentionally which can compromise user privacy. In this paper we provide an overview of a novel approach for compositional analysis of Android inter-application vulnerabilities entitled COVERT. Our analysis is modular to enable incremental analysis of applications as they are installed on an Android device. It extracts security specifications from application packages captures them in an analyzable formal specification language and checks whether it is safe for a combination of applications - holding certain permissions and potentially interacting with each other - to install simultaneously. To our knowledge our work is the first formally-precise analysis tool for automated compositional analysis of Android applications.;
Proceedings of the Second International Conference on Engineering Secure Software and Systems;Software security is undoubtedly a major concern in today's software engineering. Although the level of awareness of security issues is often high practical experiences show that neither preventive actions nor reactions to possible issues are always addressed properly in reality. By analyzing large quantities of commits in the open-source communities we can categorize the vulnerabilities mitigated by the developers and study their distribution resolution time etc. to learn and improve security management processes and practices.With the help of the Software Heritage Graph Dataset we investigated the commits of two of the most popular script languages - Python and JavaScript - projects collected from public repositories and identified those that mitigate a certain vulnerability in the code (i.e. vulnerability resolution commits). On the one hand we identified the types of vulnerabilities (in terms of CWE groups) referred to in commit messages and compared their numbers within the two communities. On the other hand we examined the average time elapsing between the publish date of a vulnerability and the first reference to it in a commit.We found that there is a large intersection in the vulnerability types mitigated by the two communities but most prevalent vulnerabilities are specific to language. Moreover neither the JavaScript nor the Python community reacts very fast to appearing security vulnerabilities in general with only a couple of exceptions for certain CWE groups.;
Proceedings of the 17th International Conference on Mining Software Repositories;Graph neural networks (GNNs) have proven to be an effective tool for vulnerability discovery that outperforms learning-based methods working directly on source code. Unfortunately these neural networks are uninterpretable models whose decision process is completely opaque to security experts which obstructs their practical adoption. Recently several methods have been proposed for explaining models of machine learning. However it is unclear whether these methods are suitable for GNNs and support the task of vulnerability discovery. In this paper we present a framework for evaluating explanation methods on GNNs. We develop a set of criteria for comparing graph explanations and linking them to properties of source code. Based on these criteria we conduct an experimental study of nine regular and three graph-specific explanation methods. Our study demonstrates that explaining GNNs is a non-trivial task and all evaluation criteria play a role in assessing their efficacy. We further show that graph-specific explanations relate better to code semantics and provide more information to a security expert than regular methods.;
Proceedings of the 14th ACM Workshop on Artificial Intelligence and Security;The popularity of computers and networks brings many conveniences to our daily life but also brings a variety of security threats. The proliferation of attacks and the rapid spread of viruses make security researchers gradually shift their perspective from passive defense to active defense. Among many active defenses the technique of software multi-variant execution (MVX) framework has been widely concerned. It can detect and defend most known or even 0-day attacks without depending on the feature of specific threats. However there is a big performance bottleneck in this technique. Control flow integrity (CFI) is another ideal security solution but it is not widely used in practice because of performance loss and compatibility problems. In this paper we propose a multi-variant execution framework called MVX-CFI. MVX-CFI improves execution efficiency without losing its original security. MVX-CFI is a dynamic and transparent CFI implementation based on the MVX framework. It can effectively capture the control flow of the target software and find illegal path transfer caused by malicious acts such as attacks. MVX-CFI extends the general MVX with a feedback assisted-detection module which reduces a lot of repetitive voting work of traditional MVX and improves the performance. It also provides a probability to detect preset back door in a software.;
Proceedings of the 2020 International Conference on Internet Computing for Science and Engineering;Oblivious hashing (OH) is an integrity protection technique that checks the (side) effects resulting from the executed code in contrast to checking the code itself as done by self-checking (SC). SC introduces atypical behavior in the program logic like reading the code section loaded in memory. Since such atypical behavior can be detected by attackers OH is more appealing to be employed in practice than SC. However OH is incapable of protecting a presumable majority of program instructions those that depend on nondeterministic (input) data or branches which have to be manually identified and subsequently skipped. In this paper we extend OH into a practical protection scheme by proposing i) a technique for automatic segregation of deterministic instructions and ii) a novel extension Short Range Oblivious Hashing (SROH) for OH to cover control-flow instructions dependent on nondeterministic data. Our SROH technique increases the range of instructions that OH can protect to nondeterministic branches. Moreover we intertwine OH with SC to cover (nondeterministic) data dependent instructions and enhance the resilience against tampering attacks. We evaluate the performance overhead as well as the security of our scheme using the MiBench dataset and 3 open source games. Our experiments show that the proposed technique yields a 20-fold increase in the median number of protected instructions and on non-CPU-intensive programs imposes an overhead of 52%.;
Proceedings of the 34th Annual Computer Security Applications Conference;Obfuscation is widely used to protect software against man-at-the-end attacks. Recent attacks based on semantic methods especially dynamic symbolic execution (DSE) have proven extremely powerful against standard obfuscation techniques leading several teams to investigate anti-DSE protections. Yet the domain is in its infancy and the current state of research on the topic is quite unclear. We propose a systematic review of anti-DSE techniques. In particular we propose a classification and identify strengths and weaknesses of the current lines of research as well as promising future directions.;
Proceedings of the 2010 ICSE Workshop on Software Engineering in Health Care;Popular software applications (e.g. web browsers) are targeted by malicious organizations which develop potentially unwanted programs (PUPs). If such a PUP executes on benign user devices it is able to manipulate the process memory of popular applications their locally stored resources or their environment in a profitable way for the attacker and in detriment to benign end-users. We describe the implementation of a tamper detection mechanism based on code self-checksumming able to detect static and dynamic patching of executables performed by PUPs or other attackers. As opposed to other works based on code self-checksumming our approach can also checksum instructions which contain absolute addresses affected by relocation without using calls to external libraries. We implemented this solution for the x86 ISA and evaluated the performance impact and effectiveness. The results indicate that the run-time overhead of self-checksumming grows proportionally with the level of protection which can be specified as input to our implementation. We have applied our implementation on the Chromium web-browser and observed that the overhead is practically unobservable for the end-user.;
Proceedings of the Seventh ACM on Conference on Data and Application Security and Privacy;Self-adaptive systems increasingly need to reason about and adapt both structural and behavioral system aspects such as in mobile service robots which must reason about missions that they need to achieve and the architecture of the software executing them. Deciding how to best adapt these systems to run time changes is challenging because it entails considering mutual dependencies between the software architecture that the system is running and the outcome of plans for completing tasks while also considering multiple trade-offs and uncertainties. Considering all these aspects in planning for adaptation often yields large solution spaces which cannot be adequately explored at run time. We address this challenge by proposing a planning approach able to consider the impact of mutual dependencies between software architecture and task planning on the satisfaction of mission goals. The approach is able to reason quantitatively about the outcome of adaptation decisions handling both the reconfiguration of the system's architecture and adaptation of task plans under uncertainty and in a rich trade-off space. Our results show: (i) feasibility of run-time decision-making for self-adaptation in an otherwise intractable solution space by dividing-and-conquering adaptation into architecture reconfiguration and task planning sub-problems and (ii) improved quality of adaptation decisions with respect to decision making that does not consider dependencies between architecture and task planning.;
Proceedings of the IEEE/ACM 15th International Symposium on Software Engineering for Adaptive and Self-Managing Systems;Having a precise vulnerability discovery model (VDM) would provide a useful quantitative insight to assess software security. Thus far several models have been proposed with some evidence supporting their goodness-of-fit. In this work we describe an independent validation of the applicability of these models to the vulnerabilities of the popular browsers Firefox Google Chrome and Internet Explorer. The result shows that some VMDs do not simply fit the data while for others there are both positive and negative evidences.;
Proceedings of the 4th International Conference on Engineering Secure Software and Systems;Introduction of IT in the health domain can potentially benefit the quality of the delivered healthcare also contributing to increase safety. However health IT systems themselves can have safety implications and can result in accidents. Creating a safety case has been in practice in numerous domains and is starting to be adopted in the health IT domain with the most notable example that of the UK National Health Service (NHS) Information Standards Board for Health and Social Care (ISB) standards (formerly DSCN 14/2009 &amp DSCN 18/2009). Safety cases can be thought of as a defensible comprehensible and clear argument supported by evidence that a system is acceptably safe in its operational context. This paper presents the main areas of safety case practice and its implication for the health IT development and stakeholders.;
Proceedings of the 4th International Workshop on Software Engineering in Health Care;Due to the abundance of security breaches we continue to see the software development community is recently paying attention to a more proactive approach towards security. This includes predicting vulnerability before exploitation employing static code analysis and machine learning techniques. Such mechanisms however are designed to detect post-implementation vulnerabilities. As the root of a vulnerability can often be traced back to the requirement specification and vulnerability discovered later in the development life cycle is more expensive to fix we need additional preventive mechanisms capable of predicting vulnerability at a much earlier stage. In this paper we propose a novel framework providing an automated support to predict vulnerabilities for a requirement as early as during requirement engineering. We further present a preliminary demonstration of our framework and the promising results we observe clearly indicate the value of this new research idea.;
Proceedings of the SIGCOMM '21 Poster and Demo Sessions;In this paper we discuss implementing DevOps practices in highly regulated environments (HREs). DevOps has become a standard option for entities seeking to streamline and increase participation by all stakeholders in their Software Development Lifecycle (SDLC). For a large portion of industry academia and government applying DevOps is a straight forward process. There is however a subset of entities in these three sectors where applying DevOps can be very challenging. These are entities mandated by policies to conduct all or a portion of their SDLC activities in HREs. Often the reason for an HRE is general security and protection of intellectual property. Even if an entity is functioning in a highly regulated environment its SDLC can still benefit from implementing DevOps as long as the implementation conforms to all imposed policies. In this paper we discuss the process of performing a DevOps assessment and implementation in an HRE which we refer to as HRE-DevOps.;
Proceedings of the 15th International Conference on Availability Reliability and Security;Energy assessment is important to reduce environmental impact of modern IT. This paper analyzes the total energy consumption associated with production delivery and use of application software for mobile devices and assesses its contribution to green-house gas emissions. The results reveal that as application size grows the energy consumed at the production stage becomes a dominant factor of the total lifecycle energy. However as the application becomes largely used most of the lifecycle energy is consumed at the use stage due to updates. The paper investigates dependency of lifecycle energy on the application size the number of application copies in use as well as the size of update and shows the trend. A lifecycle energy assessment of Mail K9 application is presented as a case study.;
Proceedings of the ACM Turing Celebration Conference - China;While the techniques to achieve secure privacy-preserving software are now well understood evidence shows that many software development teams do not use them: they lack the 'security maturity' to assess security needs and decide on appropriate tools and processes and they lack the ability to negotiate with product management for the required resources. This paper describes a measuring approach to assess twelve aspects of this security maturity its use to assess the impact of a lightweight package of workshops designed to increase security maturity and a novel approach within that package to support developers in resource negotiation. Based on trials in eight organizations involving over 80 developers this paper demonstrates that (1) development teams can notably improve their security maturity even in the absence of security specialists and (2) suitably guided developers can find effective ways to promote security to product management. Empowering developers to make their own decisions and promote security in this way offers a powerful grassroots approach to improving the security of software worldwide.;
Proceedings of the 43rd International Conference on Software Engineering: Software Engineering in Practice;Through a set of well-defined interfaces plug-and-play architectures enable additional functionalities to be added or removed from a system at its runtime. However plug-ins can also increase the application‚Äôs attack surface or introduce untrusted behavior into the system. In this paper we (1) use a grounded theory-based approach to conduct an empirical study of common vulnerabilities in plug-and-play architectures (2) conduct a systematic literature survey and evaluate the extent that the results of the empirical study are novel or supported by the literature (3) evaluate the practicality of the findings by interviewing practitioners with several years of experience in plug-and-play systems. By analyzing Chromium Thunderbird Firefox Pidgin WordPress Apache OfBiz and OpenMRS we found a total of 303 vulnerabilities rooted in extensibility design decisions and observed that these plugin-related vulnerabilities were caused by 16 different types of vulnerabilities. Out of these 16 vulnerability types we identified 19 mitigation procedures for fixing them. The literature review supported 12 vulnerability types and 8 mitigation techniques discovered in our empirical study and indicated that 5 mitigation techniques were not covered in our empirical study. Furthermore it indicated that 4 vulnerability types and 11 mitigation techniques discovered in our empirical study were not covered in the literature. The interviews with practitioners confirmed the relevance of the findings and highlighted ways that the results of this empirical study can have an impact in practice.;
Proceedings of the 2019 27th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering;Context: Security work in software development is generally under-prioritized. Software developers are not aware of security engineering practices or find them external to the software development process. To the management security work presents itself in the form of reactive testing performed out of necessity incurring only costs in terms of time and resources. The long-term benefits of the security work are more difficult to demonstrate and the security investment harder to justify.Objectives: The concept of technical debt is widely used but its benefits for software security improvement and security risk management have not been fully realized. To make the direct and indirect benefits of security work in software development more visible and therefore more justifiable the security risk in software is expressed in the terms of technical debt. Correspondingly the security engineering techniques are utilized to recognize a technical debt containing a security risk: security debt.Method: The concept of managing security risk as technical debt in software development is constructed. It is then analysed using an evaluation framework drawn from literature.Result: Four central types of technical debt are considered for sources of security debt: requirements architecture code and testing. Each type of security technical debt is analyzed from the aspect of three activities: identification measurability and management and repayment. The technical and organizational effects of applying this concept are examined. The evaluation framework increases the ability to identify technical debt through security practices and to effectively mitigate security risk using technical debt management practices and tools. The framework deals with security issues in software architecture code and testing (ACT-S).Conclusion: Security engineering techniques provide an effective method to recognize internal quality issues in software requirements architecture coding and testing. When expressed as technical debt the management of security risk and addressing the underlying quality issues can gain increased visibility and can be more communicated between developers security experts and the management.;
Proceedings of the 2013 International Conference on Software Engineering;Diversity has been suggested as an effective alternative to the current trend in rules-based approaches to cybersecurity. However little work to date has focused on how various techniques generalize to new attacks. That is there is no accepted methodology that researchers use to evaluate diversity techniques. Starting with the hypothesis that an attacker's effort increases as the common set of executable code snippets (return-oriented programming (ROP) gadgets) decreases across application variants we explore how different diversification techniques affect the set of ROP gadgets that is available to an attacker. We show that a small population of diversified variants is sufficient to eliminate 90-99% of ROP gadgets across a collection of real-world applications. Finally we observe that the number of remaining gadgets may still be sufficient for an attacker to mount an effective attack regardless of the presence of software diversity.;
Proceedings of the 19th International Conference on Evaluation and Assessment in Software Engineering;The amount and impact of software-dependence in critical systems impinging on daily life is increasing rapidly. In many of these systems inadequate software and systems engineering can lead to economic disaster injuries or death. Society generally does not recognize the potential of losses from deficiencies of systems due to software until after some mishap occurs. Then there is an outcry reflecting societal expectations however few know what it takes to achieve the expected safety and in general loss-prevention.  On the one hand there are unprecedented exponential increases in size inter-dependencies intricacies numbers and variety in the systems and distribution of development processes across organizations and cultures. On the other hand industry's capability to verify and validate these systems has not kept up. Mere compliance with existing standards techniques and regulations cannot guarantee the safety properties of these systems. The gap between practice and capability is increasing rapidly.  This paper considers the future of software engineering as needed to support development and certification of safety-critical software-dependent systems. We identify a collection of challenges and document their current state the desired state gaps and barriers to reaching the desired state and potential directions in software engineering research and education that could address the gaps and barriers.;
Future of Software Engineering Proceedings;The awareness of writing secure code rises with the increasing number of attacks and their resultant damage. But often software developers are no security experts and vulnerabilities arise unconsciously during the development process. They use static analysis tools for bug detection which often come with a high false positive rate. The developers therefore need a lot of resources to mind about all alarms if they want to consistently take care of the security of their software project. We want to investigate if machine learning techniques could point the user to the position of a security weak point in the source code with a higher accuracy than ordinary methods with static analysis. For this purpose we focus on current machine learning on code approaches for our initial studies to evolve an efficient way for finding security-related software bugs. We will create a configuration interface to discover certain vulnerabilities categorized in CWEs. We want to create a benchmark tool to compare existing source code representations and machine learning architectures for vulnerability detection and develop a customizable feature model. At the end of this PhD project we want to have an easy-to-use vulnerability detection tool based on machine learning on code.;
Proceedings of the 10th International Workshop on Variability Modelling of Software-Intensive Systems;Programmers‚Äô lack of knowledge and interest in secure development threatens everyone who uses mobile apps. The rise of apps has engaged millions of independent app developers who rarely encounter any but low level security techniques. But what if software security were presented as a game or a story or a discussion? What if learning app security techniques could be fun as well as empowering? Only by introducing the powerful motivating techniques developed for other disciplines can we hope to upskill independent app developers and achieve the security that we‚Äôll need in 2025 to safeguard our identities and our data.;
Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering;Software deobfuscation is a key challenge in malware analysis to understand the internal logic of the code and establish adequate countermeasures. In order to defeat recent obfuscation techniques state-of-the-art generic deobfuscation methodologies are based on dynamic symbolic execution (DSE). However DSE suffers from limitations such as code coverage and scalability. In the race to counter and remove the most advanced obfuscation techniques there is a need to reduce the amount of code to cover. To that extend we propose a novel deobfuscation approach based on semantic equivalence called DoSE. With DoSE we aim to improve and complement DSE-based deobfuscation techniques by statically eliminating obfuscation transformations (built on code-reuse). This improves the code coverage. Our method's novelty comes from the transposition of existing binary diffing techniques namely semantic equivalence checking to the purpose of the deobfuscation of untreated techniques such as two-way opaque constructs that we encounter in surreptitious software. In order to challenge DoSE we used both known malwares such as Cryptowall WannaCry Flame and BitCoinMiner and obfuscated code samples. Our experimental results show that DoSE is an efficient strategy of detecting obfuscation transformations based on code-reuse with low rates of false positive and/or false negative results in practice and up to 63% of code reduction on certain types of malwares.;
Proceedings of the 8th Software Security Protection and Reverse Engineering Workshop;This paper realizes the network security assessment model based on hidden Markov. Firstly the principle and basic problem of Hidden Markov Model are analyzed. Select the Snort software alarm as the input convert the alarm into the quantification value of the network security risk model and quantify the network security in real time then design and implement the whole Hidden Markov Model.;
Proceedings of the 2017 International Conference on Wireless Communications Networking and Applications;A white-box implementation of the Advanced Encryption Standard (AES) is a software implementation which aims to prevent recovery of the block cipher's master secret key. This paper refines the design criteria for white-box AES constructions by describing new attacks on past proposals which are conceptually very simple and introduces a new family of white-box AES constructions. Our attacks have a decomposition phase followed by a disambiguation phase. The decomposition phase applies an SASAS-style cryptanalysis to convert the implementation into a simpler form while the disambiguation phase converts the simpler form into a unique canonical form. It's then trivial to recover the master secret key of the implementation from its canonical form. We move on to discuss the hardness of SPN disambiguation as a problem on its own and how to construct white-boxes from it. Implementations of all described attacks and constructions are provided on GitHub at https://github.com/OpenWhiteBox/;
Proceedings of the Nineth ACM Workshop on Digital Rights Management;"Ontology"" in association with ""software engineering"" is becoming commonplace. This paper argues for the need to place ontologies at the centre of the software development lifecycle for multi agent systems to enhance reuse of software workproducts as well as to unify agent-based software engineering knowledge. The paper bridges the state-of-the-art of ontologies research from Knowledge Engineering (KE) within Artificial Intelligence and Metamodelling within Software Engineering (SE). It presents a sketch of an ontology-based Multi Agent System (MAS) methodology discussing key roles on ontologies and their impact of workproducts illustrating these in a MAS software development project for an important application that utilizes dynamic web services composition.""";
Proceedings of the Fifth Australasian Ontology Workshop - Volume 112;As shown in previous work malware authors often reuse portions of code in the development of their samples. Especially in the mobile scenario there exists a phenomena called piggybacking that describes the act of embedding malicious code inside benign apps. In this paper we leverage such observations to analyze mobile malware by looking at its similarities. In practice we propose a novel approach that identifies and extracts code similarities in mobile apps. Our approach is based on static analysis and works by computing the Control Flow Graph of each method and encoding it in a feature vector used to measure similarities. We implemented our approach in a tool GroupDroid able to group mobile apps together according to their code similarities. Armed with Group-Droid we then analyzed modern mobile malware samples. Our experiments show that GroupDroid is able to correctly and accurately distinguish different malware variants and to provide useful and detailed information about the similar portions of malicious code.;
Proceedings of the 25th ACM International Systems and Software Product Line Conference - Volume A;"With the advancement of Internet in Things (IoT) more and more things"" are connected to each other through the Internet. Due to the fact that the collected information may contain personal information of the users it is very important to ensure the security of the devices in IoT.Diversification is a promising technique that protects the software and devices from harmful attacks and malware by making interfaces unique in each separate system. In this paper we apply diversification on the interfaces of IoT operating systems. To this aim we introduce the diversification in post-compilation and linking phase of the software life-cycle by shuffling the order of the linked objects while preserving the semantics of the code. This approach successfully prevents malicious exploits from producing adverse effects in the system. Besides shuffling we also apply library symbol diversification method and construct needed support for it e.g. into the dynamic loading phase.Besides studying and discussing memory layout shuffling and symbol diversification as a security measures for IoT operating systems we provide practical implementations for these schemes for Thingsee OS and Raspbian operating systems and test these solutions to show the feasibility of diversification in IoT environments.""";
Proceedings of the 9th International Conference on Utility and Cloud Computing;We present two techniques to obfuscate the interfaces between application binaries and Windows system DLLs (dynamic-link libraries). The first technique obfuscates the related symbol information in the binary to prevent static analyses from identifying the invoked library functions. The second technique combines static linking with code obfuscation to avoid the external interface altogether thus preventing dynamic attacks as well. This is done while still maintaining compatibility with multiple Windows versions through run-time adaptation of the application. As the first concrete result of this ongoing research we demonstrate and evaluate the techniques using a proof-of-concept tool applied to a simple test program.;
Proceedings of the International Conference on Advances in Computing Communications and Informatics;Open source software (OSS) is a core part of virtually all software applications today. Due to the rapidly growing impact of OSS on society and the economy the security aspect has attracted researchers' attention to investigate this distinctive phenomenon. Traditionally research on OSS security has often focused on technical aspects of software development. We argue that these aspects are important however technical security practice considering different social aspects of OSS development will assure the effectiveness and efficiency of the implementation of the tool. To mitigate this research gap in this empirical study we explore the current security culture in the OSS development phenomenon using a survey instrument with six evaluation dimensions: attitude behavior competency subjective norms governance and communication. By exploring the current security culture in OSS communities we can start to understand the influence of security on participants' security behaviors and decision-making so that we can make realistic and practical suggestions. In this paper we present the measurements of security culture adopted in the study and discuss corresponding security issues that need to be addressed in OSS communities.;
Proceedings of the 2019 IEEE/ACM International Conference on Advances in Social Networks Analysis and Mining;Device drivers rely on fine-grained locking to ensure safe access to shared data structures. For human testers concurrency makes such code notoriously hard to debug for automated reasoning dynamically allocated memory and low-level pointer manipulation poses significant challenges. We present a flexible approach to data race analysis implemented in the open source Goblint static analysis framework that combines different pointer and value analyses in order to handle a wide range of locking idioms including locks allocated dynamically as well as locks stored in arrays. To the best of our knowledge this is the most ambitious effort having lasted well over ten years to create a fully automated static race detection tool that can deal with most of the intricate locking schemes found in Linux device drivers. Our evaluation shows that these analyses are sufficiently precise but practical use of these techniques requires inferring environmental and domain-specific assumptions.;
Proceedings of the 31st IEEE/ACM International Conference on Automated Software Engineering;Authorization is a key aspect in secure software development of multi-user applications. Authorization is often enforced in the program code with enforcement statements. Since authorization is present in numerous places defects in the enforcement are difficult to discover. One approach to this challenge is to improve the developer usability with regard to authorization. We analyze how software development is affected by authorization in a real-world case study and particularly focus on the loose-coupling properties of authorization frameworks that separate authorization policy from enforcement. We show that authorization is a significant aspect in software development and that the effort can be reduced through appropriate authorization frameworks. Lastly we formulate advice on the design of enforcement APIs.;
