T�tulo;Resumo;Selecionado
Laguerre-gauss beams with polarization-OAM entanglement in a graded-index fiber;Spin-dependent effects on vortex light beams propagating in an inhomogeneous medium are demonstrated by solving the full three-component field Maxwell equations using the perturbation analysis. It is found that the hybrid Laguerre-Gauss modes with polarization-orbital angular momentum (OAM) entanglement are the vector solutions of the Maxwell equations in a graded-index medium. Focusing of linearly and circularly polarized vortex light beams in a cylindrical graded-index fiber is investigated. It is shown that the vortex light beam undergoes an additional transverse force acting differently on circular polarized beams with opposite handedness. The wave shape variation with distance taking into account the spin-orbit and nonparaxial effects is analyzed. Effect of long-term periodical revival of wave packets due to mode interference in a graded-index cylindrical optical fiber is demonstrated. © COPYRIGHT SPIE. Downloading of the abstract is permitted for personal use only.;
Fibre based hyperentanglement generation for dense wavelength division multiplexing;Entanglement is a key resource in quantum information science and associated emerging technologies. Photonic systems offer a large range of exploitable entanglement degrees of freedom (DOF) such as frequency time polarization and spatial modes. Hyperentangled photons exploit multiple DOF simultaneously to enhance the performance of quantum information protocols. Here we report a fully guided-wave approach for generating polarization and energy-time hyperentangled photons at telecom wavelengths. Moreover by demultiplexing the broadband emission spectrum of the source into five standard telecom channel pairs we demonstrate compliance with fibre network standards and improve the effective bit rate capacity of the quantum channel up to one order of magnitude. In all channel pairs we observe a violation of a generalised Bell inequality by more than 27 standard deviations underlining the relevance of our approach. © 2019 IOP Publishing Ltd.;
Low frequency stable and accurate potential-based time domain integral equations for dielectric regions;Potential-based formulations are new approaches gaining interest for deriving computational electromagnetics methods that perform markedly better for low frequencies and complicated structures (e.g. subwavelength and multiscale geometries) compared to traditional field-based formulations. Further these methods are also more directly applicable to coupling into quantum physics problems that are becoming more prevalent in engineering applications. These methods derive their improved performance by developing systems to be discretized directly in terms of the magnetic vector potential and electric scalar potential which are deemed more fundamental quantities for quantum applications than the electric and magnetic fields. Performing derivations in this way has resulted in equations that can accurately capture both wave physics (where the electric and magnetic fields are tightly coupled) and quasistatic phenomena (where the electric and magnetic fields become increasingly uncoupled) at the same time. This work focuses on continuing the development of time domain integral equations (TDIEs) based on the potential-based formulation to meet the demanding bandwidth requirements needed to efficiently analyze a wide range of quantum electromagnetic physics. Past work on potential-based TDIEs were applicable to perfect electrically conducting objects and were shown to be stable and accurate over broad frequency ranges. More recently initial efforts at developing potential-based TDIEs for dielectric regions were introduced. However these initial equations did not exhibit the low frequency accuracy and stability properties desired from this formulation. This work demonstrates a new set of TDIEs that overcome the limitations of the original formulation achieving high accuracy and good stability at analyzing dielectric objects at very low frequencies. These properties of the improved formulation are demonstrated through numerical results. © 2019 IEEE.;
Multi-dimensional quantum systems based on integrated optics and pulsed light;Photonic networks with many modes and quantum input states have been proposed for various quantum applications. We present three approaches to overcome current limitations for their implementation: non-linear integrated quantum optics temporal modes and time-multiplexing. © OSA 2019 © 2019 The Author(s);
Spectrally Resolved Photodynamics of Individual Emitters in Large-Area Monolayers of Hexagonal Boron Nitride;Hexagonal boron nitride (h-BN) is a 2D wide band gap semiconductor that has recently been shown to display bright room-temperature emission in the visible region sparking immense interest in the material for use in quantum applications. In this work we study highly crystalline single atomic layers of chemical vapor deposition grown h-BN and find predominantly one type of emissive state. Using a multidimensional super-resolution fluorescence microscopy technique we simultaneously measure spatial position intensity and spectral properties of the emitters as they are exposed to continuous wave illumination over minutes. As well as low emitter heterogeneity we observe inhomogeneous broadening of emitter line-widths and power law dependency in fluorescence intermittency this is strikingly similar to previous work on quantum dots. These results show that high control over h-BN growth and treatment can produce a narrow distribution of emitter type and that surface interactions heavily influence the photodynamics. Furthermore we highlight the utility of spectrally resolved wide-field microscopy in the study of optically active excitations in atomically thin two-dimensional materials. © 2019 American Chemical Society.;
High-dimensional quantum communication using space encoding;Quantum communication (QC) represents a key enabler for many quantum applications. However low information rates and short propagation distances limit the development of this field and its practical applications. High-dimensional (Hi-D) QC can address these challenges enhancing the information rate and the systems error tolerance. We report our recent results on Hi-D quantum communication where we prove the capability of preparing manipulating transmitting and measuring Hi-D quantum states through multi-core and multimode fiber. © 2019 IEEE.;
Quantum computing: Codebreaking and beyond;We survey recent developments in quantum algorithms focusing on resource estimates for breaking cryptographic protocols on a quantum computer which in turn can be used to derive quantum security parameters for various schemes. We contrast these cryptographic applications with applications based on a quantum computer's supreme ability to efficiently simulate other quantum mechanical systems. © 2003-2012 IEEE.;
Automatic code generation from UML state chart diagrams;The fact that event driven systems can be modeled and implemented using unified modeling language (UML) state chart diagrams has led to the development of code generation tools. These are tremendously helpful in making software system designs and can even generate skeletal source code from these designs. The implementation of such automatic code generation from state diagrams is not fully supported by the existing programming languages. The major down side is that there is no one-to-one correspondence between the elements in the state chart diagram and the programming constructs. The existing programming elements cannot effectively implement two main components of the state diagram namely state hierarchy and concurrency. In this paper we present a novel design pattern for the implementation of the state diagram which includes hierarchical concurrent and history states. The state transitions of parallel states are delegated to the composite state class. The architecture of the code generator and the step by step process of code generation from UML state machine are proposed in the paper. The proposed approach is implemented and compared with similar tools and the results are found to be promising. © 2013 IEEE.;
Controllability and minimum energy control;In this paper vortex wave radiation from pseudo-traveling-wave ring resonators is demonstrated for the purpose of generation and tunable characteristics of orbital angular momentum (OAM) modes. The resonator is composed of nonreciprocal composite right/left handed transmission line on a normally magnetized ferrite ring. The numerical simulation and experimental results clearly show generation of multiple OAM modes with l= ±1 and ± 2 and tunable mode selection by changing the applied dc magnetic field. © 2018 IEEE.;
Fiber-based high-dimensional quantum communications;Quantum communication i.e. the ability to transport a quantum state from one place to another represents a crucial task for many quantum applications i.e. quantum cryptography quantum secret sharing and quantum networks. However current systems present main limitations in terms of low information rates short propagation distances and low compatibility with today classical optical infrastructure. These restrictions bound the development of this field and its practical applications. High-dimensional quantum communication can help in overcoming these challenges enhancing the information rate and the system error tolerance. We here report our recent results on high-dimensional fiber based quantum communication both with multicore and multimode fibers in which we prove the capability of preparing manipulating transmitting and measuring advanced quantum states with excellent fidelities. Our results pave the way towards high-dimensional quantum communication in an optical fiber infrastructure. © 2019 SPIE.;
Methods for classically simulating noisy networked quantum architectures;As research on building scalable quantum computers advances it is important to be able to certify their correctness. Due to the exponential hardness of classically simulating quantum computation straight-forward verification through classical simulation fails. However we can classically simulate small scale quantum computations and hence we are able to test that devices behave as expected in this domain. This constitutes the first step towards obtaining confidence in the anticipated quantum-advantage when we extend to scales that can no longer be simulated. Realistic devices have restrictions due to their architecture and limitations due to physical imperfections and noise. Here we extend the usual ideal simulations by considering those effects. We provide a general methodology for constructing realistic simulations emulating the physical system which will both provide a benchmark for realistic devices and guide experimental research in the quest for quantum-advantage. We exemplify our methodology by simulating a networked architecture and corresponding noise-model in particular that of the device developed in the Networked Quantum Information Technologies Hub (NQIT) (Networked Quantum Information Technologies Hub 2018 https://nqit.ox.ac.uk/ 2016 private communication. The error model was based on communication with Chris Balance and Tom Harty mediated through Niel de Beaudrap early on the NQIT project. Continued collaboration and communication with experimentalists could lead in refinement of the error model which could be subject for future work.). For our simulations we use with suitable modification the classical simulator of Bravyi and Gosset 2016 (Phys. Rev. Lett. 116 250501). The specific problems considered belong to the class of instantaneous quantum polynomial-time (IQP) problems (Shepherd and Bremner 2009 Proc. R. Soc. A 465 141339) a class believed to be hard for classical computing devices and to be a promising candidate for the first demonstration of quantum-advantage. We first consider a subclass of IQP defined in Bermejo-Vega et al 2018 (Phys. Rev. X 8 021010) involving two-dimensional dynamical quantum simulators before moving to more general instances of IQP but which are still restricted to the architecture of NQIT. © 2019 IOP Publishing Ltd.;
Feasible computation based on quantum logic;The objective of this paper is to propose a feasible computational framework based on quantum logic. The usual quantum logic-based computational processes easily get stuck. The difficulty with the computation is ascribed to the difference in the inference rules for quantum and classical negations. It is shown that the new inference rule for negation which is akin to the classical one is partially applicable even to the quantum case. The resulting framework makes it possible to go beyond what the usual quantum logic-based computation could do. © 2019 Springer Nature Switzerland AG.;
Is quantum computing becoming relevant to cyber-security?;In the past decade much has been done to explore the utility of quantum computing in the cybersphere including cryptography and machine learning.1–4 Despite the promising potential there has historically been a considerable degree of scepticism over how quickly the community would overcome the numerous obstacles involved in controlling and measuring quantum particles. In the past decade much has been done to explore the utility of quantum computing in the cybersphere including cryptography and machine learning. The way in which quantum operations can be applied to achieve new algorithms is not yet fully understood which means it's going to be an arms race. If you want to be ahead of the curve says Keegan Keplinger of eSentire you should learn quantum programming and find ways to implement the properties of superposition (that third bit state) in your everyday practice. © 2018 Elsevier Ltd;
Quantum cryptography: A survey;This paper represents the overview of Quantum Cryptography. Cryptography is the art of secrecy and it is the use of quantum mechanical properties to perform cryptographic tasks. It is a way of securing the channel using quantum mechanics properties. There are so many examples of quantum cryptography but the most important example is Quantum Key Distribution which provides a solution to the breaking of various popular public key encryption and signature schemes (e.g. RSA and ElGamal). This helps to solve the security problems and also makes the communication channel is more secure. There are so many advantages of quantum cryptography one thing is that the quantum computer gives the quadratic speed up on the general problems and second thing is that the quantum cryptography lies in the fact it allows the completion of various cryptographic tasks. That is proven to be impossible using classical communication. © 2019 Springer Nature Switzerland AG.;
Quantum computation in robotic science and applications;Using the effects of quantum mechanics for computing challenges has been an often discussed topic for decades. The frequent successes and early products in this area which we have seen in recent years indicate that we are currently entering a new era of computing. This paradigm shift will also impact the work of robotic scientists and the applications of robotics. New possibilities as well as new approaches to known problems will enable the creation of even more powerful and intelligent robots that make use of quantum computing cloud services or co-processors. In this position paper we discuss potential application areas and also point out open research topics in quantum computing for robotics. We go into detail on the impact of quantum computing in artificial intelligence and machine learning sensing and perception kinematics as well as system diagnosis. For each topic we point out where quantum computing could be applied based on results from current research. © 2019 IEEE.;
Generation Storage and Processing of Photons in a Multimode Quantum Memory;A quantum memory based on a cold atomic ensemble is demonstrated to process collective excitations in thousands of modes. Efficient photon coupling together with versatile manipulation techniques pave the way towards a universal photonic switch. © 2018 OSA.;
Doping of two-dimensional semiconductors: A rapid review and outlook;Doping as a primary technique to modify semiconductor transport has achieved tremendous success in the past decades. For example boron and phosphorus doping of Si modulates the dominant carrier type between p-type and n-type serving as the backbone for the modern microelectronic technologies. Doped III-V semiconducting systems exhibit phenomenal optoelectronic properties. Magnesium doped gallium nitride plays an important role to build efficient blue light-emitting diode (LED) which won Nobel Prize in physics in 2014. The rise of two-dimensional (2D) materials sheds light on their potential in next generation electronic optoelectronic and quantum applications. These properties can further be controlled via doping of 2D materials however many challenges still remain in this field. Here we present a rapid review on the recent achievements and challenges in the metastable and substitutional doping of 2D materials followed by providing an outlook on integrating 2D materials into more advanced electronic architectures. © Materials Research Society 2019.;
Quantitative robustness analysis of quantum programs;Quantum computation is a topic of significant recent interest with practical advances coming from both research and industry. A major challenge in quantum programming is dealing with errors (quantum noise) during execution. Because quantum resources (e.g. qubits) are scarce classical error correction techniques applied at the level of the architecture are currently cost-prohibitive. But while this reality means that quantum programs are almost certain to have errors there as yet exists no principled means to reason about erroneous behavior. This paper attempts to fill this gap by developing a semantics for erroneous quantum while programs as well as a logic for reasoning about them. This logic permits proving a property we have identified called ϵ-robustness which characterizes possible łdistancež between an ideal program and an erroneous one. We have proved the logic sound and showed its utility on several case studies notably: (1) analyzing the robustness of noisy versions of the quantum Bernoulli factory (QBF) and quantum walk (QW) (2) demonstrating the (in)effectiveness of different error correction schemes on single-qubit errors and (3) analyzing the robustness of a fault-tolerant version of QBF. © 2019 Copyright held by the owner/author(s).;
Qubit allocation as a combination of subgraph isomorphism and token swapping;"In 2016 the first quantum processors have been made available to the general public. The possibility of programming an actual quantum device has elicited much enthusiasm. Yet such possibility also brought challenges. One challenge is the so called Qubit Allocation problem: The mapping of a virtual quantum circuit into an actual quantum architecture. There exist solutions to this problem however in our opinion they fail to capitalize on decades of improvements on graph theory. In contrast this paper shows how to model qubit allocation as the combination of Subgraph Isomorphism and Token Swapping. This idea has been made possible by the publication of an approximative solution to the latter problem in 2016. We have compared our algorithm against five other qubit allocators all independently designed in the last two years including the winner of the IBM Challenge. When evaluated in łTokyo a quantum architecture with 20 qubits our technique outperforms these state-of-the-art approaches in terms of the quality of the solutions that it finds and the amount of memory that it uses while showing practical runtime. © 2019 Association for Computing Machinery. All rights reserved.""";
Complex-birefringent and chiral waveplates with metasurfaces;Metasurfaces composed of arrays of nano-resonators are a powerful tool for manipulation of polarization of light [1]. All-dielectric metasurfaces do not suffer absorption losses and are highly transparent in contrast to metallic structures and combined with recent advances in their design and fabrication have enabled efficient polarization manipulation and arbitrary phase shaping [2 3]. A new regime of complex-valued birefringence has been recently suggested [4] extending the notion of real-valued birefringence through the specially introduced polarization-sensitive loss or gain. This can enable fundamentally new possibilities for polarization control such as amplifying the angle between polarization vectors to improve detection sensitivity. However a practical realization of complex-valued birefringence concept was missing. In particular the theoretical approach in Ref. [4] was based on a complicated metamaterial with loss and gain which is challenging to fabricate and not suitable for quantum applications. © 2019 IEEE;
Quantum calculi-From theory to language design;In the last 20 years several approaches to quantum programming have been introduced. In this survey we focus on the QRAM (Quantum Random Access Machine) architectural model. We explore the twofold perspective (theoretical and concrete) of the approach and we list the main problems one has to face in quantum language design. Moreover we propose an overview of some interesting languages and open-source platforms for quantum programming currently available. We also provide the higher-order encoding in the functional languages qPCFand IQu of the well known Deutsch-Jozsa and Simon's algorithms. © 2019 by the author.;
An overview on quantum computing: The next generation in computing technology;Quantum computers have gained attention as the way forward in the advancement of computing speed and complexity. Quantum computer is the next generation of computers expected to overcome the limitations of today’s largest computers. Theory behind quantum computing has proved that it will outperform the conventional classical computers in practice. In this article the researchers x-ray the limitations of the classical computers that makes it no longer feasible to further advance its computational prowess. Studies was also carried out on the quantum phenomenon its principles features that gives it super computational prospects and a breakdown of its components. The researchers compared the quantum and classical computers and the state of research in both computers. Quantum computers show potential supremacy over supercomputers of today due to its superposition features that leads to quantum parallelism. When quantum is successfully built the classical computers may be rendered outdated. However reliability of a quantum computer remains a research focus and as it is still in the theoretical stage. © International Research Publication House;
Mixed Linear and Non-linear Recursive Types;We describe a type system with mixed linear and non-linear recursive types called LNL-FPC (the linear/nonlinear fixpoint calculus). The type system supports linear typing which enhances the safety properties of programs but also supports non-linear typing as well which makes the type system more convenient for programming. Just like in FPC we show that LNL-FPC supports type-level recursion which in turn induces term-level recursion. We also provide sound and computationally adequate categorical models for LNL-FPC which describe the categorical structure of the substructural operations of Intuitionistic Linear Logic at all non-linear types including the recursive ones. In order to do so we describe a new technique for solving recursive domain equations within the category CPO by constructing the solutions over pre-embeddings. The type system also enjoys implicit weakening and contraction rules which we are able to model by identifying the canonical comonoid structure of all non-linear types. We also show that the requirements of our abstract model are reasonable by constructing a large class of concrete models that have found applications not only in classical functional programming but also in emerging programming paradigms that incorporate linear types such as quantum programming and circuit description programming languages. © 2019 Copyright held by the owner/author(s).;
Measuring the temporal-spectral state of two photons;Complete characterization of two-photon temporal-spectral states by joint spectral-sheering interferometry and frequency resolved measurement is presented. This technique opens the path to harnessing the time-frequency degree of freedom of light for quantum applications. © 2019 The Authors;
Silicon qubit fidelities approaching incoherent noise limits via pulse engineering;Spin qubits created from gate-defined silicon metal–oxide–semiconductor quantum dots are a promising architecture for quantum computation. The high single qubit fidelities possible in these systems combined with quantum error correcting codes could potentially offer a route to fault-tolerant quantum computing. To achieve fault tolerance however gate error rates must be reduced to below a certain threshold and in general correlated errors must be removed. Here we show that pulse engineering techniques can be used to reduce the average Clifford gate error rates for silicon quantum dot spin qubits down to 0.043%. This represents a factor of three improvement over state-of-the-art silicon quantum dot devices and extends the randomized benchmarking coherence time to 9.4 ms. By including tomographically complete measurements in our randomized benchmarking we infer a higher-order feature of the noise called the unitarity which measures the coherence of noise. This in turn allows us to theoretically predict that average gate error rates as low as 0.026% may be achievable with further pulse improvements. These spin qubit fidelities are ultimately limited by incoherent noise which we attribute to charge noise from the silicon device structure or the environment. © 2019 The Author(s) under exclusive licence to Springer Nature Limited.;
Quantum accelerated computer architectures;Modern computer applications usually consist of a variety of components that often require quite different computational co-processors. Some examples of such co-processors are TPUs GPUs or FPGAs. A more recent and promising technology that is being investigated is quantum co-processors. In this paper we present a modern computer architecture where a quantum co-processor is included as an additional accelerator. In such an environment the idea is to execute the application on a heterogeneous architecture where the classic processor will execute the host part but certain components will be mapped in our case on the quantum accelerator. To this purpose we define the distinct layers for the quantum computer architecture where there is a clear boundary between the host program and quantum kernel(s). We also discuss the opportunities and challenges of mapping hybrid algorithms to such a heterogeneous quantum computer architecture. © 2019 IEEE;
Applications of single frequency blue lasers;Gallium nitride (GaN) sources are becoming a regular part of today's world and are now key devices for lighting infrastructures communications systems and quantum applications amongst others. In particular many applications have seen the shift from LEDs to laser diodes to make use of higher powers higher bandwidths and increased transmission distances. Laser communication systems are well established however there are applications where the ability to select a single emitted wavelength is highly desirable such as quantum atomic clocks or in filtered communication systems. Distributed feedback (DFB) lasers have been realised emitting at a single wavelength where the grating structure is etched into the sidewall of the ridge. The main motivation in developing these lasers is for the cooling of ions in atomic clocks however their feasibility for optical communications is also explored. Narrow linewidth lasers are desirable and this paper will explore how this is achieved. Data rates in excess of 1 Gbit/s have also been achieved in a directly modulated unfiltered system. These devices lend themselves towards wavelength division multiplexing and filtered optical communications systems and this will be analysed further in the work presented here. © 2019 IEEE.;
Quantum and classical communications on shared infrastructure;Future communications networks not only should enable massive exchange of classical bits but also the transmission of quantum bits on which many quantum applications rely. This will be the key to offering quantum technologies in a cost-efficient way and it should encompass the integration of quantum and classical networks at the core of existing optical communications networks as well as at the access end of such networks. In this work we cover a range of proposals that enable such an integration for one of the imminent applications of quantum technologies i.e. quantum key distribution (QKD) by which users can securely exchange a secret key for their cryptographic needs. This will include using wavelength division multiplexing techniques to send quantum and classical data on the same fiber as well as wireless access for QKD users to passive optical networks. In each case we explore optimal arrangements to find the best way forward for an amicable coexistence. © 2019 IEEE.;
Review on Quantum Computing Tools and Algorithms;Computer performance improvement is one of the biggest challenges. The technology has moved towards increasing the performance by using Quantum computing which improves 20 times to decrypt the code compared to the classical computer. Quantum computing is computing which uses quantum mechanical phenomena. The main purpose of the quantum computing is to find algorithms which are considerably faster than the classical algorithms for solving the same problem. In this paper we are proposing the tools of quantum computing and different quantum algorithms. These ideas are first applied to classical computer and then to the quantum computer. We are also focusing on the architecture of quantum computing which is existing in literature. © 2020 Springer Nature Switzerland AG.;
Perspectives on deterministic control of quantum point defects by scanned probes;Control over individual point defects in solid-state systems is becoming increasingly important not only for current semiconductor industries but also for next generation quantum information science and technologies. To realize the potential of these defects for scalable and high-performance quantum applications precise placement of defects and defect clusters at the nanoscale is required along with improved control over the nanoscale local environment to minimize decoherence. These requirements are met using scanned probe microscopy in silicon and III-V semiconductors which suggests the extension to hosts for quantum point defects such as diamond silicon carbide and hexagonal boron nitride is feasible. Here we provide a perspective on the principal challenges toward this end and new opportunities afforded by the integration of scanned probes with optical and magnetic resonance techniques. © 2019 Jay A. Gupta et al. published by De Gruyter Berlin/Boston.;
Generation of an optical vortex array in the course of acousto-optic diffraction;Generation of an array of optical vortices (OVs) with fractional charges under the condition of acousto-optic Bragg diffraction is revealed experimentally. The OVs emerge in a wide diffracted optical beam due to reflection from a thick acousto-optic grating that contains bifurcated fringes of acoustic waves (AWs). Changes in the AW frequency lead to deflection of the wide optical beam containing the OV array. The OVs preserve their spatial positions only in the narrow AW frequency range while larger changes in the frequency impose their movement out from the beam aperture with appearance of the other OVs in the other places of the beam cross section. © 2018 Optical Society of America.;
Highly efficient ultra-broadband entangled photon-pair generation using a chirped PPSLT ridge waveguide;As some of the most promising quantum applications such as high resolution quantum optical coherence tomography (QOCT) [1] with dispersion cancellation as well as quantum key distribution require frequency entanglement. Therefore frequency entanglement light sources are an essential importance for implement of many quantum optical applications. So Far the most prominent method used for the entangled photon pair generation is spontaneous parametric down-conversion (SPDC) in nonlinear crystals. Recently with adopting chirp quasi-phase matching (QPM) PPSLT (periodically poled stoichiometric lithium tantalate) has been used as source of entangled photons with large bandwidth [2]. However improving the overall system efficiency is still remain challenging. © 2019 IEEE;
All-in-fiber method of generating orbital angular momentum with helically symmetric fibers;An all-in-fiber method of generating orbital angular momentum (OAM) is proposed. A simple device composed with a section of helically symmetric fiber and another section of regular fiber is designed to convert input light to optical vortices. Finite element method calculation of first- and second-order OAM generation based on the coordinates transformation technique is taken to show that the eigenmodes of the helically symmetric fiber structures carry orbital and spin angular momentum. Simulation using the self-developed beam propagation method algorithm is also performed to verify the orbital angular momentum generation and evaluate the performance of the OAM generator. © 2018 Optical Society of America;
Hexagonal boron nitride: A review of the emerging material platform for single-photon sources and the spin-photon interface;Single-photon sources and their optical spin readout are at the core of applications in quantum communication quantum computation and quantum sensing. Their integration in photonic structures such as photonic crystals microdisks microring resonators and nanopillars is essential for their deployment in quantum technologies. While there are currently only two material platforms (diamond and silicon carbide) with proven single-photon emission from the visible to infrared a quantum spin-photon interface and ancilla qubits it is expected that other material platforms could emerge with similar characteristics in the near future. These two materials also naturally lead to monolithic integrated photonics as both are good photonic materials. While so far the verification of single-photon sources was based on discovery assignment and then assessment and control of their quantum properties for applications a better approach could be to identify applications and then search for the material that could address the requirements of the application in terms of quantum properties of the defects. This approach is quite difficult as it is based mostly on the reliability of modeling and predicting of color center properties in various materials and their experimental verification is challenging. In this paper we review some recent advances in an emerging material low-dimensional (2D 1D 0D) hexagonal boron nitride (h-BN) which could lead to establishing such a platform. We highlight the recent achievements of the specific material for the expected applications in quantum technologies indicating complementary outstanding properties compared to the other 3D bulk materials. © 2020 Castelletto et al.;
Engineering and application of quantum emitters in hexagonal boron nitride;Layered van der Waals materials are emerging as compelling two-dimensional platforms for nanophotonics polaritonics valleytronics and spintronics and have the potential to transform applications in sensing imaging and quantum information processing. Amongst these hexagonal boron nitride (hBN) is known to host ultra-bright room temperature quantum emitters whose nature is yet to be fully understood. Here we present a summary of the recent advances in our group on controlling and engineering the quantum emission energies in hBN as well as demonstration of using these emitters for various quantum applications. First we show a CVD technique to grow hBN hosting high density of emitters with emission energies distributed over 20nm range. This is a milestone on continuing the hBN progress in quantum optics as uncontrollable emission wavelength hinders the potential development of hBN-based devices and applications. In addition we report our recent understanding of photophysical properties and level structure of hBN emitters. In this regard we show a new modality for super resolution imaging based on quantum emitters in hBN which is expandable to other systems. Our findings expand current understanding of quantum emitters in hBN and demonstrate the potential of hBN for the development of hybrid quantum nanophotonic and optoelectronic devices based on two-dimensional materials. © 2019 SPIE.;
Hexagonal boron nitride (h-BN) 2D nanoscale devices for classical and quantum signal transduction;Hexagonal boron nitride (h-BN) crystals possess ultrawide electronic bandgap of 5.9 eV and excellent chemical and thermal stability. Nanometer-scale thin films and atomic layers derived from the layered bulk of h-BN crystals have been widely adopted for enabling new two-dimensional (2D) devices and systems thanks to its excellent dielectric optical mechanical and thermal properties. Lately h-BN thin layers have also emerged as an attractive material and device platform for nanoscale optics photonics and quantum engineering. In this proceedings paper we report on some of our studies and initial results toward developing integrated photonic circuitry based on this van der Waals (vdW) layered crystal. The first part summarizes our effort on the creation and optical characterization of defect-related quantum emission in exfoliated and dry-transferred h-BN flakes. Based on the statistics from our measurements and state-of-the-art knowledge in the field we have identified a group of emitters with emission wavelength around 710 nm exhibiting large Debye-Waller (DW) factor. We then describe optical waveguide and cavity designs at the wavelength range of interest with the aim of achieving high optical cooperativity. Combined with our studies in ultrathin h-BN crystalline nanomechanical resonators and phononic waveguides these new explorations in quantum emitters will help pave the way to facilitating h-BN photonic devices and integrated systems for both classical and quantum applications. © 2019 SPIE.;
Contractive freedoms of ensembles and quantum channels for infinite-dimensional systems;In this paper we reveal that the unitary freedom in ensemble of pure states with a given state and the unitary freedom in operator-sum representation for a given channel are no longer valid for infinite-dimensional systems. The replacements of them are respectively the contractive freedom in ensemble and the contractive freedom in operator-sum representation. Precisely we show that (1) two ensembles { | ϕi⟩  pi;
Initial Potential-based Time Domain Surface Integral Equations for Dielectric Regions;The A-Φ formulation has been proposed as a new paradigm for deriving computational electromagnetics methods with no low frequency breakdown and that are more directly applicable to coupling into quantum physics problems of interest. This formulation utilizes equations developed in terms of the magnetic vector potential (A) and electric scalar potential (Φ) which are deemed more fundamental quantities for quantum applications than the electric and magnetic fields. Further computational electromagnetics solvers developed from the A-Φformulation have been successful at overcoming many of the inherent multiscale limitations that exist for field-based solvers. This has been shown in recent work where time domain integral equations (TDIEs) applicable to perfect electric conductor (PEC) objects were shown to be stable and accurate over broad frequency ranges. However many quantum electromagnetics applications of interest are pursued at optical frequencies where approximating metals as PEC is no longer acceptable. Instead these regions are more appropriately described with a Drude-Lorentz-Sommerfeld model and so computational electromagnetics solvers applicable to multiscale geometries that can analyze these regions over very broad frequency ranges are needed. This current work begins to address this need by presenting for the first time in either frequency or time domain a set of A-Φ formulation surface integral equations applicable to simple loss-free dielectric regions. To do this we derive TDIEs based on recently developed integral representation of solutions to the wave equations for A and Φ. A rigorous functional framework that was used to analyze the stability of the PEC A-Φ formulation TDIEs is leveraged to determine appropriate combinations of integral equations and unknowns so that stable marching-on-in-time discretization approaches for the dielectric TDIEs can be developed here. The result is a set of A-Φ formulation TDIEs with appropriate discretization guidelines that can accurately and stably analyze dielectric regions at middle frequencies. Although not applicable at very low frequencies these equations provide an essential step toward this goal by determining a baseline for combinations of equations and unknowns for dielectric regions within this formulation. © 2019 IEEE.;
1T1C Ultra low power relative Thermal-Voltage sensor in 28nm UTBB FD-SOI CMOS technology for standard spatial and quantum applications;The purpose of this study is to introduce preliminary results on a new relative thermal-voltage sensor within thin silicon film N-MOSFET device in 28 nm FD-SOI UTBB high-k metal gate technology. This evaluation is based on electro-thermal spice simulations with calibrated models. Experimental data validating our concept are also provided. It is highlighted that the design is functional with low power consumption (35 pW) and could be used for other technology node. This design solution is suitable for standard spatial and quantum applications. © 2019 IEEE.;
String of data comparison through Laguerre-Gaussian modes;This work based on classical light was in uenced by quantum applications where comparison of quantum states is an important issue. Laguerre-Gaussian modes were used to encode and compare two independent signals. Polarization controlled SWAP gate exchanges information between two strings of data therefore preventing them from the leakage. Comparison is done with kHz frequency achieved by the Digital Micromirror Device. Detected power being a single value represents an overlap of both signals. Presented system is capable to perform direct error analysis together with a normalization procedure which overcomes the necessity of data post-processing and largely reduces time required for such comparison. We present a calibration procedure which uses the glass sample to determine the performance of the experimental setup.  © 2020 SPIE.;
Nitrogen-vacancy doped CVD diamond for quantum applications: A review;This paper summarizes recent progress in growth of ultra-pure CVD diamond starting from the selection proper substrates to plasma treatments for the growth of dislocation-minimized diamond. Typical properties of ultra-pure diamonds are introduced like cathodoluminescence carrier mobilities and optical absorption. The doping of diamond with nitrogen is the central topic of the second part. It covers incorporation probability nitrogen atomic arrangements and detection schemata like IR and UV optical absorption. Finally the formation of NV center in the bulk and close to the surface of diamond is introduced in combination with spin coherence properties which are dominated by 13C nitrogen and phosphorus spin bathes. The properties of NV centers generated by implantation close to the surface are compared with bulk properties. © 2020 Elsevier Inc.;
